mode,shots,contrast,n_targets,replication_unit,auc_difference_mean,auc_difference_sd_targets,auc_difference_min,auc_difference_max,advantage_difference_mean,advantage_difference_sd_targets,advantage_difference_min,advantage_difference_max,tpr_at_0_1pct_fpr_difference_mean,tpr_at_0_1pct_fpr_difference_sd_targets,tpr_at_0_1pct_fpr_difference_min,tpr_at_0_1pct_fpr_difference_max,tpr_at_1pct_fpr_difference_mean,tpr_at_1pct_fpr_difference_sd_targets,tpr_at_1pct_fpr_difference_min,tpr_at_1pct_fpr_difference_max,tpr_at_5pct_fpr_difference_mean,tpr_at_5pct_fpr_difference_sd_targets,tpr_at_5pct_fpr_difference_min,tpr_at_5pct_fpr_difference_max
ideal_shot,128,affine_minus_loss,3,target checkpoint,-0.029361166666666643,0.004149995913652574,-0.03195899999999996,-0.024575000000000014,-0.039500000000000035,0.004272001872658813,-0.044000000000000095,-0.035500000000000004,0.0008333333333333334,0.0005773502691896258,0.0005,0.0015,-0.000499999999999999,0.0008660254037844376,-0.0014999999999999979,8.673617379884035e-19,-0.007500000000000004,0.0021794494717703346,-0.010000000000000002,-0.006000000000000005
ideal_shot,128,affine_minus_matched_reference,3,target checkpoint,-0.005599916666666631,0.01509427198131244,-0.015607499999999996,0.01176200000000005,-0.012166666666666695,0.0159713284774102,-0.02400000000000002,0.006000000000000005,-0.0006666666666666665,0.00202072594216369,-0.0029999999999999996,0.0005,-0.0013333333333333333,0.004804511768466525,-0.006500000000000001,0.002999999999999999,0.0006666666666666626,0.009673847907287638,-0.01050000000000001,0.006499999999999999
ideal_shot,128,affine_minus_mismatched,3,target checkpoint,0.003462666666666651,0.0061157022968202695,-0.003013999999999961,0.009138499999999938,-0.013833333333333345,0.007767453465154036,-0.02250000000000002,-0.007500000000000007,0.0011666666666666668,0.0002886751345948129,0.001,0.0015,0.0013333333333333333,0.0005773502691896257,0.0009999999999999992,0.002,0.006999999999999997,0.0027838821814150172,0.00399999999999999,0.009500000000000001
ideal_shot,128,matched_reference_minus_learned,3,target checkpoint,-0.016014250000000008,0.01872334914117934,-0.035846000000000044,0.0013575000000000115,-0.016833333333333315,0.025260311425897627,-0.04250000000000001,0.008000000000000021,0.0015000000000000002,0.00229128784747792,-0.0005,0.004,-0.002166666666666667,0.007522189397597839,-0.01,0.005000000000000001,-0.008833333333333334,0.013194064322009853,-0.024,0.0
ideal_shot,128,matched_reference_minus_loss,3,target checkpoint,-0.02376125000000001,0.010998055529842584,-0.036337000000000064,-0.015941999999999956,-0.027333333333333338,0.016825080485196313,-0.04500000000000001,-0.011499999999999982,0.0014999999999999998,0.002598076211353316,0.0,0.0045,0.0008333333333333344,0.0050083264004389064,-0.002999999999999999,0.0065000000000000014,-0.008166666666666668,0.010774197572595992,-0.0165,0.0040000000000000036
ideal_shot,128,matched_reference_minus_mismatched,3,target checkpoint,0.009062583333333282,0.010381200786558081,-0.002623500000000112,0.01721774999999992,-0.0016666666666666496,0.010610529361598035,-0.013500000000000012,0.007000000000000062,0.0018333333333333333,0.0023094010767585028,0.0005,0.0045,0.0026666666666666666,0.0047521924764610856,-0.002,0.0075000000000000015,0.006333333333333334,0.007112196097783955,0.0015000000000000013,0.014499999999999999
noisy_shot,128,affine_minus_loss,3,target checkpoint,-0.02521399999999992,0.007397170016296709,-0.033644499999999855,-0.019809999999999994,-0.030999999999999996,0.005567764362830043,-0.037000000000000005,-0.025999999999999954,0.0003333333333333333,0.0011547005383792516,-0.001,0.001,-0.0015000000000000005,0.003278719262151,-0.005,0.0014999999999999996,-0.006333333333333334,0.0029297326385411553,-0.008499999999999994,-0.0030000000000000027
noisy_shot,128,affine_minus_matched_reference,3,target checkpoint,0.007055499999999992,0.010545662046547884,-0.002030500000000046,0.01861950000000001,0.0011666666666666655,0.013203534880225572,-0.010499999999999982,0.015500000000000007,0.0018333333333333333,0.0011547005383792516,0.0005,0.0025,0.0,0.004444097208657794,-0.0035000000000000005,0.005,-0.001499999999999999,0.004444097208657795,-0.0049999999999999975,0.003500000000000003
noisy_shot,128,affine_minus_mismatched,3,target checkpoint,0.0032885000000000275,0.007987134138725881,-0.005547999999999997,0.009994000000000058,-0.011499999999999969,0.009500000000000022,-0.02100000000000002,-0.001999999999999974,0.0006666666666666666,0.00202072594216369,-0.0015,0.0025,0.0026666666666666657,0.004163331998932265,-0.002000000000000001,0.006,0.004499999999999997,0.0065,0.0005000000000000004,0.011999999999999997
noisy_shot,128,matched_reference_minus_learned,3,target checkpoint,-0.0206398333333333,0.0048088997268952915,-0.02390049999999999,-0.015116999999999936,-0.024333333333333346,0.01457166199626292,-0.03600000000000004,-0.008000000000000035,-0.0011666666666666668,0.0005773502691896258,-0.0015,-0.0005,0.0026666666666666666,0.006006940430313365,-0.0034999999999999988,0.008499999999999999,-0.004833333333333338,0.0014433756729740656,-0.006500000000000006,-0.0040000000000000036
noisy_shot,128,matched_reference_minus_loss,3,target checkpoint,-0.032269499999999916,0.005859812305014603,-0.038429500000000005,-0.026764999999999928,-0.032166666666666656,0.008144527815247047,-0.04149999999999996,-0.026500000000000024,-0.0015000000000000002,2.655742100606481e-19,-0.0015,-0.0015,-0.0015000000000000005,0.0045000000000000005,-0.006000000000000001,0.002999999999999999,-0.004833333333333335,0.007005949852327896,-0.011999999999999997,0.001999999999999995
noisy_shot,128,matched_reference_minus_mismatched,3,target checkpoint,-0.003766999999999965,0.00931075752825732,-0.01319999999999999,0.005416500000000046,-0.012666666666666633,0.013382202110763863,-0.02699999999999992,-0.0004999999999999449,-0.0011666666666666668,0.0010408329997330665,-0.002,0.0,0.0026666666666666657,0.0024664414311581224,0.001,0.005499999999999998,0.005999999999999996,0.010148891565092218,-0.0030000000000000027,0.016999999999999994
