scheme,mode,shots,attack,reference_count,n_targets,replication_unit,auc_mean,auc_sd_targets,auc_min,auc_max,advantage_mean,advantage_sd_targets,advantage_min,advantage_max,tpr_at_0_1pct_fpr_mean,tpr_at_0_1pct_fpr_sd_targets,tpr_at_0_1pct_fpr_min,tpr_at_0_1pct_fpr_max,tpr_at_1pct_fpr_mean,tpr_at_1pct_fpr_sd_targets,tpr_at_1pct_fpr_min,tpr_at_1pct_fpr_max,tpr_at_5pct_fpr_mean,tpr_at_5pct_fpr_sd_targets,tpr_at_5pct_fpr_min,tpr_at_5pct_fpr_max
leave_target_out,ideal_shot,128,affine_channel_lira,16,3,independently trained target checkpoint after averaging simulator seeds,0.4929396666666667,0.009667953303741868,0.4826575,0.501846,0.01416666666666666,0.008082903768654762,0.005500000000000005,0.02150000000000002,0.002166666666666667,0.0005773502691896258,0.0015,0.0025,0.008166666666666668,0.0015275252316519464,0.006500000000000001,0.0095,0.046000000000000006,0.007211102550927981,0.039999999999999994,0.054
leave_target_out,ideal_shot,128,deconvolved_lira,16,3,independently trained target checkpoint after averaging simulator seeds,0.488284,0.001154715657640449,0.48718,0.4894835,0.01833333333333333,0.004645786621588797,0.014500000000000013,0.02350000000000002,0.0016666666666666668,0.0010408329997330665,0.0005,0.0025,0.006666666666666667,0.0007637626158259731,0.006,0.0075,0.03966666666666666,0.005530220007679017,0.0345,0.0455
leave_target_out,ideal_shot,128,empirical_channel_lira,16,3,independently trained target checkpoint after averaging simulator seeds,0.4937021666666667,0.011278967930769823,0.483089,0.505546,0.017500000000000016,0.011258330249197713,0.006500000000000006,0.029000000000000026,0.001,0.0005,0.0005,0.0015,0.008166666666666668,0.0011547005383792516,0.0075,0.0095,0.04516666666666667,0.004252450274057693,0.042,0.05
leave_target_out,ideal_shot,128,latent_lira_mismatched,16,3,independently trained target checkpoint after averaging simulator seeds,0.489477,0.0035530680756214557,0.4856715,0.4927075000000001,0.028000000000000008,0.0010000000000000286,0.02699999999999997,0.029000000000000026,0.001,0.0005,0.0005,0.0015,0.006833333333333334,0.001527525231651947,0.0055,0.0085,0.039,0.004769696007084726,0.036000000000000004,0.0445
leave_target_out,ideal_shot,128,loss_mia,0,3,independently trained target checkpoint after averaging simulator seeds,0.5223008333333333,0.0070098480071492,0.514207,0.526421,0.053666666666666696,0.010981044273352772,0.04100000000000001,0.060500000000000026,0.0013333333333333333,0.0005773502691896258,0.001,0.002,0.008666666666666665,0.0018929694486000909,0.0065,0.009999999999999998,0.0535,0.009260129588726067,0.0465,0.064
leave_target_out,ideal_shot,128,matched_reference_lira_offline,16,3,independently trained target checkpoint after averaging simulator seeds,0.48682775,0.006985309034860229,0.48175475,0.494795,0.01283333333333334,0.00781558272512891,0.004500000000000002,0.020000000000000018,0.0011666666666666668,0.0005773502691896258,0.0005,0.0015,0.009166666666666667,0.003617089069035117,0.005,0.0115,0.043666666666666666,0.00505799696849784,0.0405,0.0495
leave_target_out,ideal_shot,128,matched_reference_lira_offline_fixed_variance,16,3,independently trained target checkpoint after averaging simulator seeds,0.48660383333333335,0.009016829723956959,0.477321,0.49532875000000004,0.015333333333333343,0.00548482755730145,0.009000000000000005,0.018500000000000016,0.0015000000000000002,0.0008660254037844387,0.001,0.0025,0.008833333333333334,0.00404145188432738,0.0045000000000000005,0.0125,0.043166666666666666,0.008808140174482542,0.033,0.0485
leave_target_out,ideal_shot,128,matched_reference_lira_online,16,3,independently trained target checkpoint after averaging simulator seeds,0.4889965,0.01142840022706589,0.476063,0.497733,0.020666666666666656,0.01142730647761462,0.007500000000000007,0.027999999999999997,0.0013333333333333333,0.0012583057392117917,0.0,0.0025,0.009833333333333333,0.002929732638541158,0.0065,0.012,0.04800000000000001,0.006726812023536857,0.042499999999999996,0.0555
leave_target_out,ideal_shot,128,matched_reference_lira_online_fixed_variance,16,3,independently trained target checkpoint after averaging simulator seeds,0.4985395833333333,0.00859616471287244,0.49008399999999996,0.50726975,0.026333333333333358,0.00964797042560421,0.015500000000000014,0.03400000000000003,0.0028333333333333335,0.002362907813126304,0.001,0.0055,0.0095,0.003278719262151001,0.006500000000000001,0.013000000000000001,0.04533333333333334,0.0065255906501506325,0.038,0.0505
leave_target_out,ideal_shot,128,noise_augmented_lira,16,3,independently trained target checkpoint after averaging simulator seeds,0.4929236666666667,0.008156208683164823,0.48380049999999997,0.49950999999999995,0.024500000000000008,0.004769696007084711,0.020000000000000018,0.029499999999999985,0.0025,0.0008660254037844386,0.0015,0.003,0.010833333333333334,0.005131601439446885,0.006500000000000001,0.0165,0.045500000000000006,0.0036055512754639887,0.0415,0.0485
leave_target_out,ideal_shot,128,target_crossfit_learned_mia,0,3,independently trained target checkpoint after averaging simulator seeds,0.5145538333333334,0.015493954275243397,0.4969075,0.52593,0.043166666666666666,0.019185497995447852,0.021500000000000005,0.058000000000000024,0.0013333333333333333,0.0012583057392117917,0.0,0.0025,0.011666666666666667,0.004368447474027052,0.008,0.0165,0.05416666666666667,0.006788470618138765,0.05,0.062
leave_target_out,noisy_shot,128,affine_channel_lira,16,3,independently trained target checkpoint after averaging simulator seeds,0.49932383333333336,0.014056873624079182,0.4835935,0.510655,0.023166666666666672,0.01332603967176045,0.008000000000000007,0.033000000000000015,0.0025,0.0017320508075688772,0.0005,0.0035,0.0105,0.0035,0.0065,0.013,0.04750000000000001,0.005267826876426374,0.042499999999999996,0.053000000000000005
leave_target_out,noisy_shot,128,deconvolved_lira,16,3,independently trained target checkpoint after averaging simulator seeds,0.4933746666666667,0.010543661251355375,0.483306,0.5043365,0.02833333333333334,0.005346338310781786,0.025000000000000022,0.034499999999999975,0.0016666666666666668,0.0016072751268321592,0.0005,0.0035,0.006999999999999999,0.0008660254037844384,0.006,0.0075,0.046000000000000006,0.010210288928331068,0.038000000000000006,0.0575
leave_target_out,noisy_shot,128,empirical_channel_lira,16,3,independently trained target checkpoint after averaging simulator seeds,0.4990868333333333,0.014221826573381228,0.482698,0.508184,0.022999999999999993,0.01386542462386206,0.0069999999999999785,0.0315,0.0018333333333333333,0.0007637626158259734,0.001,0.0025,0.0095,0.003968626966596886,0.006500000000000001,0.014,0.04800000000000001,0.008760707733967617,0.0395,0.057
leave_target_out,noisy_shot,128,latent_lira_mismatched,16,3,independently trained target checkpoint after averaging simulator seeds,0.49603533333333333,0.008291175374054808,0.4891415,0.5052355,0.034666666666666644,0.008548879068821397,0.029000000000000026,0.04449999999999993,0.0018333333333333335,0.0007637626158259734,0.001,0.0025,0.007833333333333333,0.0016072751268321596,0.006,0.009000000000000001,0.043000000000000003,0.008845903006477066,0.035,0.052500000000000005
leave_target_out,noisy_shot,128,loss_mia,0,3,independently trained target checkpoint after averaging simulator seeds,0.5245378333333333,0.0067194897561745,0.5172379999999999,0.530465,0.05416666666666667,0.00794250170496256,0.04500000000000001,0.05899999999999997,0.002166666666666667,0.0005773502691896258,0.0015,0.0025,0.012000000000000002,0.0008660254037844393,0.0115,0.013000000000000001,0.05383333333333334,0.006639528095680694,0.05,0.0615
leave_target_out,noisy_shot,128,matched_reference_lira_offline,16,3,independently trained target checkpoint after averaging simulator seeds,0.48420016666666665,0.00807418177098047,0.475263,0.49096825,0.012333333333333344,0.0043684474740270565,0.007500000000000006,0.016000000000000014,0.0016666666666666668,0.0005773502691896258,0.001,0.002,0.009,0.0030413812651491103,0.007,0.0125,0.04133333333333333,0.0032532035493238556,0.038,0.0445
leave_target_out,noisy_shot,128,matched_reference_lira_offline_fixed_variance,16,3,independently trained target checkpoint after averaging simulator seeds,0.48698691666666666,0.009844132517435612,0.4757585,0.4941337499999999,0.011833333333333343,0.008401388774085715,0.0045000000000000005,0.02100000000000002,0.0013333333333333333,0.0010408329997330665,0.0005,0.0025,0.01,0.0026457513110645908,0.007,0.012,0.04516666666666667,0.0046457866215887855,0.04,0.049
leave_target_out,noisy_shot,128,matched_reference_lira_online,16,3,independently trained target checkpoint after averaging simulator seeds,0.49001266666666665,0.0018716915032486808,0.4878515,0.49110899999999996,0.017333333333333343,0.005507570547286107,0.01200000000000001,0.02300000000000002,0.0013333333333333333,0.0007637626158259733,0.0005,0.002,0.008333333333333333,0.001755942292142123,0.006500000000000001,0.01,0.045000000000000005,0.004821825380496478,0.0395,0.0485
leave_target_out,noisy_shot,128,matched_reference_lira_online_fixed_variance,16,3,independently trained target checkpoint after averaging simulator seeds,0.49226833333333336,0.006763756285033717,0.48562400000000006,0.4991455,0.02200000000000001,0.006946221994724918,0.01750000000000001,0.030000000000000027,0.0006666666666666666,0.0005773502691896258,0.0,0.001,0.0105,0.003774917217635374,0.007,0.014499999999999999,0.048999999999999995,0.003278719262151,0.0455,0.052
leave_target_out,noisy_shot,128,noise_augmented_lira,16,3,independently trained target checkpoint after averaging simulator seeds,0.5017996666666668,0.014390409804217973,0.49158900000000005,0.518258,0.02833333333333332,0.016585636355995883,0.014000000000000012,0.04649999999999996,0.0025,0.0008660254037844387,0.0015,0.003,0.0105,0.0018027756377319943,0.0085,0.012,0.042333333333333334,0.006714412359494565,0.0375,0.05
leave_target_out,noisy_shot,128,target_crossfit_learned_mia,0,3,independently trained target checkpoint after averaging simulator seeds,0.5129081666666667,0.010971215364914376,0.500741,0.5220475,0.04633333333333336,0.017394922630852176,0.026500000000000024,0.059,0.0018333333333333333,0.0005773502691896258,0.0015,0.0025,0.007833333333333333,0.0023629078131263037,0.006,0.010499999999999999,0.05383333333333334,0.0037527767497325688,0.0495,0.05600000000000001
