target_id,scheme,mode,shots,attack,reference_count,n_simulator_seeds,auc_mean_over_simulator_seeds,advantage_mean_over_simulator_seeds,tpr_at_0_1pct_fpr_mean_over_simulator_seeds,tpr_at_1pct_fpr_mean_over_simulator_seeds,tpr_at_5pct_fpr_mean_over_simulator_seeds
MNIST_QNN_eff_su2_r1_d2_p7_s143,leave_target_out,ideal_shot,128,affine_channel_lira,16,2,0.4826575,0.005500000000000005,0.0025,0.006500000000000001,0.039999999999999994
MNIST_QNN_eff_su2_r1_d2_p7_s143,leave_target_out,ideal_shot,128,deconvolved_lira,16,2,0.48718,0.02350000000000002,0.0025,0.0075,0.039
MNIST_QNN_eff_su2_r1_d2_p7_s143,leave_target_out,ideal_shot,128,empirical_channel_lira,16,2,0.483089,0.006500000000000006,0.0015,0.0075,0.042
MNIST_QNN_eff_su2_r1_d2_p7_s143,leave_target_out,ideal_shot,128,latent_lira_mismatched,16,2,0.4856715,0.028000000000000025,0.001,0.0055,0.036000000000000004
MNIST_QNN_eff_su2_r1_d2_p7_s143,leave_target_out,ideal_shot,128,loss_mia,0,2,0.514207,0.04100000000000001,0.001,0.0065,0.0465
MNIST_QNN_eff_su2_r1_d2_p7_s143,leave_target_out,ideal_shot,128,matched_reference_lira_offline,16,2,0.48175475,0.004500000000000002,0.0015,0.011,0.0405
MNIST_QNN_eff_su2_r1_d2_p7_s143,leave_target_out,ideal_shot,128,matched_reference_lira_offline_fixed_variance,16,2,0.477321,0.009000000000000005,0.001,0.0095,0.048
MNIST_QNN_eff_su2_r1_d2_p7_s143,leave_target_out,ideal_shot,128,matched_reference_lira_online,16,2,0.4931935,0.027999999999999997,0.0015,0.012,0.0555
MNIST_QNN_eff_su2_r1_d2_p7_s143,leave_target_out,ideal_shot,128,matched_reference_lira_online_fixed_variance,16,2,0.498265,0.029500000000000026,0.0055,0.013000000000000001,0.0505
MNIST_QNN_eff_su2_r1_d2_p7_s143,leave_target_out,ideal_shot,128,noise_augmented_lira,16,2,0.48380049999999997,0.020000000000000018,0.0015,0.006500000000000001,0.0465
MNIST_QNN_eff_su2_r1_d2_p7_s143,leave_target_out,ideal_shot,128,target_crossfit_learned_mia,0,2,0.4969075,0.021500000000000005,0.0015,0.008,0.0505
MNIST_QNN_eff_su2_r1_d2_p7_s143,leave_target_out,noisy_shot,128,affine_channel_lira,16,2,0.4835935,0.008000000000000007,0.0005,0.0065,0.042499999999999996
MNIST_QNN_eff_su2_r1_d2_p7_s143,leave_target_out,noisy_shot,128,deconvolved_lira,16,2,0.483306,0.025000000000000022,0.0035,0.0075,0.042499999999999996
MNIST_QNN_eff_su2_r1_d2_p7_s143,leave_target_out,noisy_shot,128,empirical_channel_lira,16,2,0.482698,0.0069999999999999785,0.001,0.008,0.0395
MNIST_QNN_eff_su2_r1_d2_p7_s143,leave_target_out,noisy_shot,128,latent_lira_mismatched,16,2,0.4891415,0.029000000000000026,0.002,0.0085,0.0415
MNIST_QNN_eff_su2_r1_d2_p7_s143,leave_target_out,noisy_shot,128,loss_mia,0,2,0.5172379999999999,0.04500000000000001,0.0015,0.0115,0.05
MNIST_QNN_eff_su2_r1_d2_p7_s143,leave_target_out,noisy_shot,128,matched_reference_lira_offline,16,2,0.475263,0.007500000000000006,0.001,0.0075,0.0415
MNIST_QNN_eff_su2_r1_d2_p7_s143,leave_target_out,noisy_shot,128,matched_reference_lira_offline_fixed_variance,16,2,0.4757585,0.0045000000000000005,0.001,0.007,0.0465
MNIST_QNN_eff_su2_r1_d2_p7_s143,leave_target_out,noisy_shot,128,matched_reference_lira_online,16,2,0.4878515,0.01200000000000001,0.0005,0.0085,0.047
MNIST_QNN_eff_su2_r1_d2_p7_s143,leave_target_out,noisy_shot,128,matched_reference_lira_online_fixed_variance,16,2,0.48562400000000006,0.01849999999999999,0.0,0.01,0.0455
MNIST_QNN_eff_su2_r1_d2_p7_s143,leave_target_out,noisy_shot,128,noise_augmented_lira,16,2,0.49158900000000005,0.014000000000000012,0.003,0.0085,0.0375
MNIST_QNN_eff_su2_r1_d2_p7_s143,leave_target_out,noisy_shot,128,target_crossfit_learned_mia,0,2,0.500741,0.026500000000000024,0.0015,0.007,0.0495
MNIST_QNN_eff_su2_r1_d2_p7_s144,leave_target_out,ideal_shot,128,affine_channel_lira,16,2,0.4943155,0.015499999999999958,0.0015,0.0085,0.054
MNIST_QNN_eff_su2_r1_d2_p7_s144,leave_target_out,ideal_shot,128,deconvolved_lira,16,2,0.4894835,0.014500000000000013,0.0005,0.006500000000000001,0.0455
MNIST_QNN_eff_su2_r1_d2_p7_s144,leave_target_out,ideal_shot,128,empirical_channel_lira,16,2,0.49247149999999995,0.01700000000000001,0.0005,0.0095,0.05
MNIST_QNN_eff_su2_r1_d2_p7_s144,leave_target_out,ideal_shot,128,latent_lira_mismatched,16,2,0.49005200000000004,0.02699999999999997,0.0005,0.006500000000000001,0.0445
MNIST_QNN_eff_su2_r1_d2_p7_s144,leave_target_out,ideal_shot,128,loss_mia,0,2,0.5262745,0.05950000000000005,0.001,0.009999999999999998,0.064
MNIST_QNN_eff_su2_r1_d2_p7_s144,leave_target_out,ideal_shot,128,matched_reference_lira_offline,16,2,0.494795,0.013999999999999999,0.0015,0.0115,0.0495
MNIST_QNN_eff_su2_r1_d2_p7_s144,leave_target_out,ideal_shot,128,matched_reference_lira_offline_fixed_variance,16,2,0.49532875000000004,0.01850000000000001,0.001,0.0045000000000000005,0.0485
MNIST_QNN_eff_su2_r1_d2_p7_s144,leave_target_out,ideal_shot,128,matched_reference_lira_online,16,2,0.497733,0.026499999999999968,0.0025,0.011,0.046
MNIST_QNN_eff_su2_r1_d2_p7_s144,leave_target_out,ideal_shot,128,matched_reference_lira_online_fixed_variance,16,2,0.50726975,0.03400000000000003,0.001,0.009,0.0475
MNIST_QNN_eff_su2_r1_d2_p7_s144,leave_target_out,ideal_shot,128,noise_augmented_lira,16,2,0.49950999999999995,0.029499999999999985,0.003,0.0165,0.0485
MNIST_QNN_eff_su2_r1_d2_p7_s144,leave_target_out,ideal_shot,128,target_crossfit_learned_mia,0,2,0.520824,0.04999999999999999,0.0,0.0105,0.05
MNIST_QNN_eff_su2_r1_d2_p7_s144,leave_target_out,noisy_shot,128,affine_channel_lira,16,2,0.510655,0.033000000000000015,0.0035,0.013,0.053000000000000005
MNIST_QNN_eff_su2_r1_d2_p7_s144,leave_target_out,noisy_shot,128,deconvolved_lira,16,2,0.5043365,0.034499999999999975,0.0005,0.0075,0.0575
MNIST_QNN_eff_su2_r1_d2_p7_s144,leave_target_out,noisy_shot,128,empirical_channel_lira,16,2,0.508184,0.0305,0.002,0.014,0.057
MNIST_QNN_eff_su2_r1_d2_p7_s144,leave_target_out,noisy_shot,128,latent_lira_mismatched,16,2,0.5052355,0.04449999999999993,0.0025,0.009000000000000001,0.052500000000000005
MNIST_QNN_eff_su2_r1_d2_p7_s144,leave_target_out,noisy_shot,128,loss_mia,0,2,0.530465,0.05899999999999997,0.0025,0.0115,0.0615
MNIST_QNN_eff_su2_r1_d2_p7_s144,leave_target_out,noisy_shot,128,matched_reference_lira_offline,16,2,0.49096825,0.01350000000000001,0.002,0.0125,0.0445
MNIST_QNN_eff_su2_r1_d2_p7_s144,leave_target_out,noisy_shot,128,matched_reference_lira_offline_fixed_variance,16,2,0.4910685,0.010000000000000009,0.0005,0.012,0.049
MNIST_QNN_eff_su2_r1_d2_p7_s144,leave_target_out,noisy_shot,128,matched_reference_lira_online,16,2,0.4910775,0.017,0.002,0.01,0.0485
MNIST_QNN_eff_su2_r1_d2_p7_s144,leave_target_out,noisy_shot,128,matched_reference_lira_online_fixed_variance,16,2,0.49203549999999996,0.01750000000000001,0.001,0.014499999999999999,0.0495
MNIST_QNN_eff_su2_r1_d2_p7_s144,leave_target_out,noisy_shot,128,noise_augmented_lira,16,2,0.518258,0.04649999999999996,0.003,0.012,0.05
MNIST_QNN_eff_su2_r1_d2_p7_s144,leave_target_out,noisy_shot,128,target_crossfit_learned_mia,0,2,0.515936,0.05350000000000005,0.0015,0.006,0.05600000000000001
MNIST_QNN_eff_su2_r1_d2_p7_s145,leave_target_out,ideal_shot,128,affine_channel_lira,16,2,0.501846,0.02150000000000002,0.0025,0.0095,0.044
MNIST_QNN_eff_su2_r1_d2_p7_s145,leave_target_out,ideal_shot,128,deconvolved_lira,16,2,0.4881885,0.01699999999999996,0.002,0.006,0.0345
MNIST_QNN_eff_su2_r1_d2_p7_s145,leave_target_out,ideal_shot,128,empirical_channel_lira,16,2,0.505546,0.029000000000000026,0.001,0.0075,0.0435
MNIST_QNN_eff_su2_r1_d2_p7_s145,leave_target_out,ideal_shot,128,latent_lira_mismatched,16,2,0.4927075000000001,0.029000000000000026,0.0015,0.0085,0.0365
MNIST_QNN_eff_su2_r1_d2_p7_s145,leave_target_out,ideal_shot,128,loss_mia,0,2,0.526421,0.060500000000000026,0.002,0.0095,0.05
MNIST_QNN_eff_su2_r1_d2_p7_s145,leave_target_out,ideal_shot,128,matched_reference_lira_offline,16,2,0.48393349999999996,0.020000000000000018,0.0005,0.005,0.041
MNIST_QNN_eff_su2_r1_d2_p7_s145,leave_target_out,ideal_shot,128,matched_reference_lira_offline_fixed_variance,16,2,0.48716175,0.018500000000000016,0.0025,0.0125,0.033
MNIST_QNN_eff_su2_r1_d2_p7_s145,leave_target_out,ideal_shot,128,matched_reference_lira_online,16,2,0.476063,0.007500000000000007,0.0,0.0065,0.042499999999999996
MNIST_QNN_eff_su2_r1_d2_p7_s145,leave_target_out,ideal_shot,128,matched_reference_lira_online_fixed_variance,16,2,0.49008399999999996,0.015500000000000014,0.002,0.006500000000000001,0.038
MNIST_QNN_eff_su2_r1_d2_p7_s145,leave_target_out,ideal_shot,128,noise_augmented_lira,16,2,0.49546049999999997,0.02400000000000002,0.003,0.0095,0.0415
MNIST_QNN_eff_su2_r1_d2_p7_s145,leave_target_out,ideal_shot,128,target_crossfit_learned_mia,0,2,0.52593,0.058000000000000024,0.0025,0.0165,0.062
MNIST_QNN_eff_su2_r1_d2_p7_s145,leave_target_out,noisy_shot,128,affine_channel_lira,16,2,0.503723,0.028499999999999998,0.0035,0.012,0.047
MNIST_QNN_eff_su2_r1_d2_p7_s145,leave_target_out,noisy_shot,128,deconvolved_lira,16,2,0.4924815,0.025500000000000023,0.001,0.006,0.038000000000000006
MNIST_QNN_eff_su2_r1_d2_p7_s145,leave_target_out,noisy_shot,128,empirical_channel_lira,16,2,0.5063785,0.0315,0.0025,0.006500000000000001,0.0475
MNIST_QNN_eff_su2_r1_d2_p7_s145,leave_target_out,noisy_shot,128,latent_lira_mismatched,16,2,0.493729,0.03049999999999997,0.001,0.006,0.035
MNIST_QNN_eff_su2_r1_d2_p7_s145,leave_target_out,noisy_shot,128,loss_mia,0,2,0.5259105,0.058500000000000024,0.0025,0.013000000000000001,0.05
MNIST_QNN_eff_su2_r1_d2_p7_s145,leave_target_out,noisy_shot,128,matched_reference_lira_offline,16,2,0.48636925,0.016000000000000014,0.002,0.007,0.038
MNIST_QNN_eff_su2_r1_d2_p7_s145,leave_target_out,noisy_shot,128,matched_reference_lira_offline_fixed_variance,16,2,0.4941337499999999,0.02100000000000002,0.0025,0.011,0.04
MNIST_QNN_eff_su2_r1_d2_p7_s145,leave_target_out,noisy_shot,128,matched_reference_lira_online,16,2,0.49110899999999996,0.02300000000000002,0.0015,0.006500000000000001,0.0395
MNIST_QNN_eff_su2_r1_d2_p7_s145,leave_target_out,noisy_shot,128,matched_reference_lira_online_fixed_variance,16,2,0.4991455,0.030000000000000027,0.001,0.007,0.052
MNIST_QNN_eff_su2_r1_d2_p7_s145,leave_target_out,noisy_shot,128,noise_augmented_lira,16,2,0.495552,0.024499999999999994,0.0015,0.011,0.0395
MNIST_QNN_eff_su2_r1_d2_p7_s145,leave_target_out,noisy_shot,128,target_crossfit_learned_mia,0,2,0.5220475,0.059,0.0025,0.010499999999999999,0.056
