target_id,mode,shots,contrast,left_attack,right_attack,auc_difference,advantage_difference,tpr_at_0_1pct_fpr_difference,tpr_at_1pct_fpr_difference,tpr_at_5pct_fpr_difference
MNIST_QNN_eff_su2_r1_d2_p7_s143,ideal_shot,128,affine_minus_matched_reference,affine_channel_lira,matched_reference_lira_online_fixed_variance,-0.015607499999999996,-0.02400000000000002,-0.0029999999999999996,-0.006500000000000001,-0.01050000000000001
MNIST_QNN_eff_su2_r1_d2_p7_s143,ideal_shot,128,matched_reference_minus_mismatched,matched_reference_lira_online_fixed_variance,latent_lira_mismatched,0.012593500000000035,0.0015000000000000013,0.0045,0.0075000000000000015,0.014499999999999999
MNIST_QNN_eff_su2_r1_d2_p7_s143,ideal_shot,128,matched_reference_minus_loss,matched_reference_lira_online_fixed_variance,loss_mia,-0.015941999999999956,-0.011499999999999982,0.0045,0.0065000000000000014,0.0040000000000000036
MNIST_QNN_eff_su2_r1_d2_p7_s143,ideal_shot,128,matched_reference_minus_learned,matched_reference_lira_online_fixed_variance,target_crossfit_learned_mia,0.0013575000000000115,0.008000000000000021,0.004,0.005000000000000001,0.0
MNIST_QNN_eff_su2_r1_d2_p7_s143,ideal_shot,128,affine_minus_mismatched,affine_channel_lira,latent_lira_mismatched,-0.003013999999999961,-0.02250000000000002,0.0015,0.0010000000000000009,0.00399999999999999
MNIST_QNN_eff_su2_r1_d2_p7_s143,ideal_shot,128,affine_minus_loss,affine_channel_lira,loss_mia,-0.03154949999999995,-0.035500000000000004,0.0015,8.673617379884035e-19,-0.006500000000000006
MNIST_QNN_eff_su2_r1_d2_p7_s143,noisy_shot,128,affine_minus_matched_reference,affine_channel_lira,matched_reference_lira_online_fixed_variance,-0.002030500000000046,-0.010499999999999982,0.0005,-0.0035000000000000005,-0.0030000000000000027
MNIST_QNN_eff_su2_r1_d2_p7_s143,noisy_shot,128,matched_reference_minus_mismatched,matched_reference_lira_online_fixed_variance,latent_lira_mismatched,-0.0035174999999999512,-0.010500000000000037,-0.002,0.0014999999999999996,0.003999999999999997
MNIST_QNN_eff_su2_r1_d2_p7_s143,noisy_shot,128,matched_reference_minus_loss,matched_reference_lira_online_fixed_variance,loss_mia,-0.03161399999999981,-0.026500000000000024,-0.0015,-0.0014999999999999996,-0.004500000000000004
MNIST_QNN_eff_su2_r1_d2_p7_s143,noisy_shot,128,matched_reference_minus_learned,matched_reference_lira_online_fixed_variance,target_crossfit_learned_mia,-0.015116999999999936,-0.008000000000000035,-0.0015,0.003,-0.0040000000000000036
MNIST_QNN_eff_su2_r1_d2_p7_s143,noisy_shot,128,affine_minus_mismatched,affine_channel_lira,latent_lira_mismatched,-0.005547999999999997,-0.02100000000000002,-0.0015,-0.002000000000000001,0.000999999999999994
MNIST_QNN_eff_su2_r1_d2_p7_s143,noisy_shot,128,affine_minus_loss,affine_channel_lira,loss_mia,-0.033644499999999855,-0.037000000000000005,-0.001,-0.005,-0.007500000000000007
MNIST_QNN_eff_su2_r1_d2_p7_s144,ideal_shot,128,affine_minus_matched_reference,affine_channel_lira,matched_reference_lira_online_fixed_variance,-0.012954249999999945,-0.018500000000000072,0.0005,-0.0004999999999999987,0.006499999999999999
MNIST_QNN_eff_su2_r1_d2_p7_s144,ideal_shot,128,matched_reference_minus_mismatched,matched_reference_lira_online_fixed_variance,latent_lira_mismatched,0.01721774999999992,0.007000000000000062,0.0005,0.0024999999999999988,0.0030000000000000027
MNIST_QNN_eff_su2_r1_d2_p7_s144,ideal_shot,128,matched_reference_minus_loss,matched_reference_lira_online_fixed_variance,loss_mia,-0.019004750000000015,-0.025500000000000023,0.0,-0.0009999999999999992,-0.0165
MNIST_QNN_eff_su2_r1_d2_p7_s144,ideal_shot,128,matched_reference_minus_learned,matched_reference_lira_online_fixed_variance,target_crossfit_learned_mia,-0.01355424999999999,-0.01599999999999996,0.001,-0.0015000000000000013,-0.0025000000000000022
MNIST_QNN_eff_su2_r1_d2_p7_s144,ideal_shot,128,affine_minus_mismatched,affine_channel_lira,latent_lira_mismatched,0.004263499999999976,-0.01150000000000001,0.001,0.002,0.009500000000000001
MNIST_QNN_eff_su2_r1_d2_p7_s144,ideal_shot,128,affine_minus_loss,affine_channel_lira,loss_mia,-0.03195899999999996,-0.044000000000000095,0.0005,-0.0014999999999999979,-0.010000000000000002
MNIST_QNN_eff_su2_r1_d2_p7_s144,noisy_shot,128,affine_minus_matched_reference,affine_channel_lira,matched_reference_lira_online_fixed_variance,0.01861950000000001,0.015500000000000007,0.0025,-0.0014999999999999996,0.003500000000000003
MNIST_QNN_eff_su2_r1_d2_p7_s144,noisy_shot,128,matched_reference_minus_mismatched,matched_reference_lira_online_fixed_variance,latent_lira_mismatched,-0.01319999999999999,-0.02699999999999992,-0.0015,0.005499999999999998,-0.0030000000000000027
MNIST_QNN_eff_su2_r1_d2_p7_s144,noisy_shot,128,matched_reference_minus_loss,matched_reference_lira_online_fixed_variance,loss_mia,-0.038429500000000005,-0.04149999999999996,-0.0015,0.002999999999999999,-0.011999999999999997
MNIST_QNN_eff_su2_r1_d2_p7_s144,noisy_shot,128,matched_reference_minus_learned,matched_reference_lira_online_fixed_variance,target_crossfit_learned_mia,-0.02390049999999999,-0.03600000000000004,-0.0005,0.008499999999999999,-0.006500000000000006
MNIST_QNN_eff_su2_r1_d2_p7_s144,noisy_shot,128,affine_minus_mismatched,affine_channel_lira,latent_lira_mismatched,0.0054195000000000215,-0.011499999999999913,0.001,0.003999999999999998,0.0005000000000000004
MNIST_QNN_eff_su2_r1_d2_p7_s144,noisy_shot,128,affine_minus_loss,affine_channel_lira,loss_mia,-0.019809999999999994,-0.025999999999999954,0.001,0.0014999999999999996,-0.008499999999999994
MNIST_QNN_eff_su2_r1_d2_p7_s145,ideal_shot,128,affine_minus_matched_reference,affine_channel_lira,matched_reference_lira_online_fixed_variance,0.01176200000000005,0.006000000000000005,0.0005,0.002999999999999999,0.005999999999999998
MNIST_QNN_eff_su2_r1_d2_p7_s145,ideal_shot,128,matched_reference_minus_mismatched,matched_reference_lira_online_fixed_variance,latent_lira_mismatched,-0.002623500000000112,-0.013500000000000012,0.0005,-0.002,0.0015000000000000013
MNIST_QNN_eff_su2_r1_d2_p7_s145,ideal_shot,128,matched_reference_minus_loss,matched_reference_lira_online_fixed_variance,loss_mia,-0.036337000000000064,-0.04500000000000001,0.0,-0.002999999999999999,-0.012000000000000004
MNIST_QNN_eff_su2_r1_d2_p7_s145,ideal_shot,128,matched_reference_minus_learned,matched_reference_lira_online_fixed_variance,target_crossfit_learned_mia,-0.035846000000000044,-0.04250000000000001,-0.0005,-0.01,-0.024
MNIST_QNN_eff_su2_r1_d2_p7_s145,ideal_shot,128,affine_minus_mismatched,affine_channel_lira,latent_lira_mismatched,0.009138499999999938,-0.007500000000000007,0.001,0.0009999999999999992,0.0075
MNIST_QNN_eff_su2_r1_d2_p7_s145,ideal_shot,128,affine_minus_loss,affine_channel_lira,loss_mia,-0.024575000000000014,-0.03900000000000001,0.0005,0.0,-0.006000000000000005
MNIST_QNN_eff_su2_r1_d2_p7_s145,noisy_shot,128,affine_minus_matched_reference,affine_channel_lira,matched_reference_lira_online_fixed_variance,0.004577500000000012,-0.001500000000000029,0.0025,0.005,-0.0049999999999999975
MNIST_QNN_eff_su2_r1_d2_p7_s145,noisy_shot,128,matched_reference_minus_mismatched,matched_reference_lira_online_fixed_variance,latent_lira_mismatched,0.005416500000000046,-0.0004999999999999449,0.0,0.001,0.016999999999999994
MNIST_QNN_eff_su2_r1_d2_p7_s145,noisy_shot,128,matched_reference_minus_loss,matched_reference_lira_online_fixed_variance,loss_mia,-0.026764999999999928,-0.028499999999999998,-0.0015,-0.006000000000000001,0.001999999999999995
MNIST_QNN_eff_su2_r1_d2_p7_s145,noisy_shot,128,matched_reference_minus_learned,matched_reference_lira_online_fixed_variance,target_crossfit_learned_mia,-0.022901999999999978,-0.02899999999999997,-0.0015,-0.0034999999999999988,-0.0040000000000000036
MNIST_QNN_eff_su2_r1_d2_p7_s145,noisy_shot,128,affine_minus_mismatched,affine_channel_lira,latent_lira_mismatched,0.009994000000000058,-0.001999999999999974,0.0025,0.006,0.011999999999999997
MNIST_QNN_eff_su2_r1_d2_p7_s145,noisy_shot,128,affine_minus_loss,affine_channel_lira,loss_mia,-0.022187499999999916,-0.030000000000000027,0.001,-0.0010000000000000009,-0.0030000000000000027
