fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.87814164
0.025,0.025,0.8656434
0.025,0.1,0.8063553
0.075,0.1,0.8057867
0.075,0.15,0.79774207
0.1,0.15,0.7889552
0.1,0.2,0.7772075
0.125,0.2,0.7696973
0.125,0.35,0.73422223
0.175,0.35,0.7262106
0.175,0.4,0.71898234
0.2,0.4,0.71862155
0.2,0.425,0.7128672
0.225,0.425,0.71012336
0.225,0.525,0.6859119
0.275,0.525,0.67889005
0.275,0.55,0.67773
0.375,0.55,0.6699199
0.375,0.575,0.6674797
0.4,0.575,0.66694766
0.4,0.65,0.66494274
0.45,0.65,0.66218543
0.45,0.675,0.66173863
0.5,0.675,0.6591663
0.5,0.7,0.6571996
0.525,0.7,0.6560545
0.525,0.775,0.65370697
0.6,0.775,0.6155265
0.6,0.8,0.6143191
0.625,0.8,0.5902647
0.625,0.9,0.42271322
0.7,0.9,0.23838347
0.7,0.925,0.21063346
0.725,0.925,0.1912215
0.725,0.95,0.18774404
0.85,0.95,0.14657886
0.85,1.0,0.11099201
1.0,1.0,0.04343958
