attack,dataset,architecture,fm_kind,reps,depth,auc_count,auc_mean,auc_std,tpr_at_0_05_fpr_count,tpr_at_0_05_fpr_mean,tpr_at_0_05_fpr_std,tpr_at_0_10_fpr_count,tpr_at_0_10_fpr_mean,tpr_at_0_10_fpr_std,balanced_accuracy_crossfit_count,balanced_accuracy_crossfit_mean,balanced_accuracy_crossfit_std,membership_advantage_crossfit_count,membership_advantage_crossfit_mean,membership_advantage_crossfit_std,error_bar_type
global_true_class_log_odds,MNIST,QNN,eff_su2,1,2,3,0.5122576666666667,0.002632560793853275,3,0.04666666666666667,0.0066583281184793945,3,0.09033333333333333,0.007505553499465135,3,0.5015,0.008046738469715547,3,0.002999999999999999,0.01609347693943108,mean ± sample SD across target-model seeds
global_true_class_log_odds,MNIST,QNN,eff_su2,5,2,3,0.5372463333333334,0.002868634053575583,3,0.063,0.011269427669584647,3,0.11066666666666665,0.01357694123627753,3,0.5225,0.009656603957913937,3,0.04499999999999993,0.019313207915827926,mean ± sample SD across target-model seeds
global_true_class_log_odds,MNIST,QNN,z,1,6,3,0.524895,0.007608352959083839,3,0.06133333333333333,0.01457166199626293,3,0.10333333333333333,0.016041612554021284,3,0.5228333333333334,0.0017559422921420668,3,0.04566666666666663,0.0035118845842841964,mean ± sample SD across target-model seeds
global_true_class_log_odds,MNIST,QNN,zz,1,6,3,0.536168,0.011943951398092657,3,0.06933333333333334,0.021385353243127254,3,0.13166666666666668,0.03172275734127368,3,0.5266666666666667,0.008082903768654776,3,0.05333333333333323,0.01616580753730952,mean ± sample SD across target-model seeds
global_true_class_log_odds,MNIST,QNN,zz,5,6,3,0.562752,0.012888582389075963,3,0.057999999999999996,0.022000000000000002,3,0.10966666666666665,0.01900876990584434,3,0.5523333333333333,0.01711967678822628,3,0.10466666666666659,0.03423935357645259,mean ± sample SD across target-model seeds
lira_offline,MNIST,QNN,eff_su2,1,2,3,0.49301866666666666,0.01835817039721913,3,0.035333333333333335,0.005686240703077327,3,0.076,0.007549834435270745,3,0.5091666666666667,0.012291596044994881,3,0.018333333333333333,0.024583192089989724,mean ± sample SD across target-model seeds
lira_offline,MNIST,QNN,eff_su2,5,2,3,0.5047996666666666,0.005290019691204687,3,0.041,0.014422205101855956,3,0.082,0.01734935157289747,3,0.512,0.017895530168173256,3,0.023999999999999966,0.03579106033634654,mean ± sample SD across target-model seeds
lira_offline,MNIST,QNN,z,1,6,3,0.5110336666666666,0.0027381841306481627,3,0.04066666666666666,0.013503086067019394,3,0.09666666666666666,0.009073771725877467,3,0.5096666666666666,0.0038837267325770365,3,0.0193333333333333,0.007767453465154069,mean ± sample SD across target-model seeds
lira_offline,MNIST,QNN,zz,1,6,3,0.5162656666666666,0.01671441702044481,3,0.052,0.013228756555322952,3,0.104,0.019519221295943134,3,0.5231666666666667,0.01271154331044558,3,0.04633333333333326,0.02542308662089111,mean ± sample SD across target-model seeds
lira_offline,MNIST,QNN,zz,5,6,3,0.489538,0.010024476594815371,3,0.039,0.007,3,0.08466666666666667,0.015176736583776287,3,0.49866666666666665,0.013650396819628837,3,-0.0026666666666666666,0.027300793639257696,mean ± sample SD across target-model seeds
