fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.57373756
0.025,0.05,0.57345134
0.05,0.05,0.5733911
0.05,0.1,0.57337976
0.1,0.1,0.57311106
0.1,0.175,0.5727239
0.175,0.175,0.57262224
0.175,0.2,0.5703054
0.25,0.2,0.56770056
0.25,0.225,0.5676628
0.325,0.225,0.5674986
0.325,0.25,0.56747556
0.35,0.25,0.5674503
0.35,0.275,0.5674362
0.425,0.275,0.5672443
0.425,0.3,0.56720805
0.45,0.3,0.56684107
0.45,0.325,0.56477714
0.5,0.325,0.5639062
0.5,0.375,0.5638859
0.6,0.375,0.56383914
0.6,0.45,0.56363124
0.625,0.45,0.5634222
0.625,0.5,0.56336844
0.65,0.5,0.56322336
0.65,0.575,0.5607227
0.7,0.575,0.5598528
0.7,0.625,0.55974555
0.725,0.625,0.5587531
0.725,0.7,0.55875033
0.775,0.7,0.55874836
0.775,0.85,0.5381955
0.8,0.85,0.5217045
0.8,0.9,0.49386865
0.825,0.9,0.4553759
0.825,0.925,0.45095742
0.875,0.925,0.19554716
0.875,0.95,0.18837228
0.9,0.95,0.18785146
0.9,0.975,0.1785938
0.925,0.975,0.16839457
0.925,1.0,0.16444717
1.0,1.0,0.16035496
