target_id,scheme,mode,shots,attack,reference_count,n_simulator_seeds,auc_mean_over_simulator_seeds,advantage_mean_over_simulator_seeds,tpr_at_0_1pct_fpr_mean_over_simulator_seeds,tpr_at_1pct_fpr_mean_over_simulator_seeds,tpr_at_5pct_fpr_mean_over_simulator_seeds
MNIST_QNN_eff_su2_r1_d2_s43,leave_target_out,ideal_shot,128,affine_channel_lira,16,2,0.51945,0.07750000000000004,0.0025,0.005,0.052500000000000005
MNIST_QNN_eff_su2_r1_d2_s43,leave_target_out,ideal_shot,128,deconvolved_lira,16,2,0.497425,0.034999999999999976,0.017499999999999998,0.030000000000000002,0.05
MNIST_QNN_eff_su2_r1_d2_s43,leave_target_out,ideal_shot,128,empirical_channel_lira,16,2,0.5084124999999999,0.07000000000000006,0.0025,0.0025,0.05
MNIST_QNN_eff_su2_r1_d2_s43,leave_target_out,ideal_shot,128,latent_lira_mismatched,16,2,0.4991875,0.042500000000000024,0.0075,0.030000000000000002,0.045
MNIST_QNN_eff_su2_r1_d2_s43,leave_target_out,ideal_shot,128,loss_mia,0,2,0.53305,0.0925,0.0,0.005,0.045
MNIST_QNN_eff_su2_r1_d2_s43,leave_target_out,ideal_shot,128,matched_reference_lira_offline,16,2,0.48975,0.05499999999999994,0.0,0.005,0.035
MNIST_QNN_eff_su2_r1_d2_s43,leave_target_out,ideal_shot,128,matched_reference_lira_offline_fixed_variance,16,2,0.496775,0.07249999999999995,0.0075,0.015000000000000001,0.04
MNIST_QNN_eff_su2_r1_d2_s43,leave_target_out,ideal_shot,128,matched_reference_lira_online,16,2,0.4869,0.04000000000000001,0.0,0.0025,0.0675
MNIST_QNN_eff_su2_r1_d2_s43,leave_target_out,ideal_shot,128,matched_reference_lira_online_fixed_variance,16,2,0.4915375,0.045000000000000026,0.01,0.015000000000000001,0.0375
MNIST_QNN_eff_su2_r1_d2_s43,leave_target_out,ideal_shot,128,noise_augmented_lira,16,2,0.4983875,0.06250000000000006,0.0,0.005,0.0325
MNIST_QNN_eff_su2_r1_d2_s43,leave_target_out,ideal_shot,128,target_crossfit_learned_mia,0,2,0.48468750000000005,0.057499999999999996,0.005,0.0125,0.037500000000000006
MNIST_QNN_eff_su2_r1_d2_s43,leave_target_out,noisy_shot,128,affine_channel_lira,16,2,0.5105374999999999,0.065,0.0,0.0125,0.052500000000000005
MNIST_QNN_eff_su2_r1_d2_s43,leave_target_out,noisy_shot,128,deconvolved_lira,16,2,0.488625,0.045000000000000026,0.01,0.030000000000000002,0.0625
MNIST_QNN_eff_su2_r1_d2_s43,leave_target_out,noisy_shot,128,empirical_channel_lira,16,2,0.5039875,0.0675,0.0,0.0125,0.045
MNIST_QNN_eff_su2_r1_d2_s43,leave_target_out,noisy_shot,128,latent_lira_mismatched,16,2,0.48295000000000005,0.03750000000000002,0.0075,0.030000000000000002,0.055
MNIST_QNN_eff_su2_r1_d2_s43,leave_target_out,noisy_shot,128,loss_mia,0,2,0.529325,0.07250000000000001,0.0,0.01,0.0575
MNIST_QNN_eff_su2_r1_d2_s43,leave_target_out,noisy_shot,128,matched_reference_lira_offline,16,2,0.49248749999999997,0.037499999999999964,0.0075,0.015000000000000001,0.060000000000000005
MNIST_QNN_eff_su2_r1_d2_s43,leave_target_out,noisy_shot,128,matched_reference_lira_offline_fixed_variance,16,2,0.4931875,0.04999999999999999,0.0025,0.0175,0.0475
MNIST_QNN_eff_su2_r1_d2_s43,leave_target_out,noisy_shot,128,matched_reference_lira_online,16,2,0.5122,0.0675,0.0125,0.0175,0.0675
MNIST_QNN_eff_su2_r1_d2_s43,leave_target_out,noisy_shot,128,matched_reference_lira_online_fixed_variance,16,2,0.516875,0.05250000000000002,0.0025,0.015,0.08499999999999999
