scheme,mode,shots,attack,reference_count,n_targets,replication_unit,auc_mean,auc_sd_targets,auc_min,auc_max,advantage_mean,advantage_sd_targets,advantage_min,advantage_max,tpr_at_0_1pct_fpr_mean,tpr_at_0_1pct_fpr_sd_targets,tpr_at_0_1pct_fpr_min,tpr_at_0_1pct_fpr_max,tpr_at_1pct_fpr_mean,tpr_at_1pct_fpr_sd_targets,tpr_at_1pct_fpr_min,tpr_at_1pct_fpr_max,tpr_at_5pct_fpr_mean,tpr_at_5pct_fpr_sd_targets,tpr_at_5pct_fpr_min,tpr_at_5pct_fpr_max
leave_target_out,ideal_shot,128,target_crossfit_learned_mia,0,3,independently trained target checkpoint after averaging simulator seeds,0.49206666666666665,0.0063956813228406755,0.48468750000000005,0.4960125,0.04916666666666666,0.00763762615825974,0.04249999999999998,0.057499999999999996,0.004166666666666667,0.0014433756729740645,0.0025,0.005,0.013333333333333334,0.006291528696058958,0.0075,0.02,0.04583333333333334,0.008779711460710615,0.037500000000000006,0.055
leave_target_out,noisy_shot,128,affine_channel_lira,16,3,independently trained target checkpoint after averaging simulator seeds,0.5199291666666667,0.008196200847547271,0.5105374999999999,0.5256375,0.08083333333333334,0.019418633662885095,0.065,0.10250000000000004,0.0033333333333333335,0.0038188130791298666,0.0,0.0075,0.02,0.006614378277661476,0.0125,0.025,0.055,0.009013878188659974,0.0475,0.065
leave_target_out,noisy_shot,128,deconvolved_lira,16,3,independently trained target checkpoint after averaging simulator seeds,0.5050458333333333,0.014392903705761882,0.488625,0.515475,0.06083333333333335,0.016266017746619274,0.045000000000000026,0.07750000000000001,0.006666666666666667,0.002886751345948129,0.005,0.01,0.018333333333333333,0.011273124382057237,0.0075,0.030000000000000002,0.049166666666666664,0.012583057392117916,0.0375,0.0625
leave_target_out,noisy_shot,128,empirical_channel_lira,16,3,independently trained target checkpoint after averaging simulator seeds,0.5152083333333334,0.009956595908408312,0.5039875,0.5229875,0.08833333333333333,0.01808544534517558,0.0675,0.1,0.0025,0.0025,0.0,0.005,0.014166666666666668,0.005204164998665332,0.01,0.02,0.04583333333333333,0.008779711460710616,0.0375,0.055
leave_target_out,noisy_shot,128,latent_lira_mismatched,16,3,independently trained target checkpoint after averaging simulator seeds,0.49777083333333333,0.014016197846896021,0.48295000000000005,0.5108125,0.04833333333333334,0.011273124382057225,0.03750000000000002,0.06,0.005,0.0025,0.0025,0.0075,0.015833333333333335,0.012829003598617212,0.005,0.030000000000000002,0.045000000000000005,0.00901387818865997,0.037500000000000006,0.055
leave_target_out,noisy_shot,128,loss_mia,0,3,independently trained target checkpoint after averaging simulator seeds,0.5332708333333334,0.010372788418903284,0.52545,0.5450375000000001,0.09416666666666668,0.025658007197234413,0.07250000000000001,0.1225,0.0016666666666666668,0.002886751345948129,0.0,0.005,0.011666666666666667,0.0014433756729740645,0.01,0.0125,0.05583333333333334,0.0028867513459481316,0.0525,0.0575
leave_target_out,noisy_shot,128,matched_reference_lira_offline,16,3,independently trained target checkpoint after averaging simulator seeds,0.5046333333333334,0.021558903081635064,0.49188750000000003,0.529525,0.05249999999999999,0.023848480035423666,0.037499999999999964,0.08000000000000002,0.005833333333333334,0.005204164998665332,0.0,0.01,0.015000000000000001,0.0025000000000000005,0.0125,0.0175,0.056666666666666664,0.0038188130791298692,0.0525,0.060000000000000005
leave_target_out,noisy_shot,128,matched_reference_lira_offline_fixed_variance,16,3,independently trained target checkpoint after averaging simulator seeds,0.5043541666666667,0.021185922999325105,0.4910875,0.5287875,0.061666666666666696,0.020207259421636942,0.04999999999999999,0.08500000000000008,0.0025,0.0,0.0025,0.0025,0.013333333333333336,0.0038188130791298675,0.01,0.0175,0.04916666666666667,0.002886751345948131,0.0475,0.052500000000000005
leave_target_out,noisy_shot,128,matched_reference_lira_online,16,3,independently trained target checkpoint after averaging simulator seeds,0.5180250000000001,0.005319363213769114,0.5122,0.522625,0.08666666666666667,0.016645820296198488,0.0675,0.0975,0.008333333333333333,0.003818813079129867,0.005,0.0125,0.015833333333333335,0.0014433756729740651,0.015,0.0175,0.06,0.0066143782776614795,0.055,0.0675
leave_target_out,noisy_shot,128,matched_reference_lira_online_fixed_variance,16,3,independently trained target checkpoint after averaging simulator seeds,0.5156708333333334,0.0013181623888327864,0.5142625,0.516875,0.07166666666666667,0.018763883748662828,0.05250000000000002,0.09,0.006666666666666667,0.0052041649986653326,0.0025,0.0125,0.01916666666666667,0.003818813079129868,0.015,0.022500000000000003,0.07250000000000001,0.019525624189766635,0.05,0.08499999999999999
leave_target_out,noisy_shot,128,noise_augmented_lira,16,3,independently trained target checkpoint after averaging simulator seeds,0.5104,0.008151696525877255,0.5014000000000001,0.5172875,0.06250000000000001,0.017499999999999988,0.04500000000000004,0.08000000000000002,0.008333333333333333,0.003818813079129867,0.005,0.0125,0.015833333333333335,0.005773502691896256,0.0125,0.0225,0.043333333333333335,0.008779711460710616,0.035,0.052500000000000005
leave_target_out,noisy_shot,128,target_crossfit_learned_mia,0,3,independently trained target checkpoint after averaging simulator seeds,0.49910000000000004,0.039641889145195945,0.45342499999999997,0.5245500000000001,0.05666666666666667,0.03875671984744494,0.012500000000000011,0.08499999999999999,0.0025,0.004330127018922192,0.0,0.0075,0.013333333333333334,0.014648663192705786,0.0025,0.03,0.05333333333333334,0.015877132402714707,0.035,0.0625
