fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.84996474
0.025,0.225,0.8066866
0.05,0.225,0.7939513
0.05,0.325,0.77221745
0.075,0.325,0.7711062
0.075,0.425,0.76493543
0.1,0.425,0.76261467
0.1,0.475,0.7526602
0.125,0.475,0.7502973
0.125,0.525,0.7491115
0.15,0.525,0.7407827
0.15,0.55,0.73618275
0.175,0.55,0.7357224
0.175,0.65,0.6946826
0.2,0.65,0.68567824
0.2,0.675,0.6831648
0.225,0.675,0.6631074
0.225,0.7,0.6556445
0.25,0.7,0.642921
0.25,0.75,0.57265484
0.325,0.75,0.54324365
0.325,0.775,0.5409744
0.45,0.775,0.49396038
0.45,0.825,0.486642
0.475,0.825,0.47197095
0.475,0.85,0.45942622
0.5,0.85,0.45622736
0.5,0.875,0.43791154
0.525,0.875,0.43084028
0.525,0.95,0.3957091
0.6,0.95,0.3788488
0.6,1.0,0.2818805
1.0,1.0,0.060037687
