fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.7347509
0.025,0.025,0.70408165
0.075,0.025,0.6457931
0.075,0.2,0.5888999
0.2,0.2,0.5736089
0.2,0.225,0.57237035
0.225,0.225,0.56250125
0.225,0.25,0.5624863
0.25,0.25,0.55872303
0.25,0.275,0.55583745
0.275,0.275,0.5508361
0.275,0.375,0.54405296
0.3,0.375,0.5396857
0.3,0.4,0.53950125
0.35,0.4,0.5368552
0.35,0.45,0.51727194
0.45,0.45,0.5082241
0.45,0.55,0.500234
0.475,0.55,0.49927413
0.475,0.625,0.49156743
0.5,0.625,0.48753542
0.5,0.675,0.48586628
0.525,0.675,0.4853416
0.525,0.75,0.47571373
0.55,0.75,0.45788583
0.55,0.775,0.44282082
0.575,0.775,0.43545806
0.575,0.8,0.42581257
0.6,0.8,0.41150042
0.6,0.825,0.39274025
0.65,0.825,0.3585159
0.65,0.85,0.35724092
0.7,0.85,0.35301363
0.7,0.875,0.34728286
0.725,0.875,0.33774227
0.725,0.9,0.32817343
0.775,0.9,0.30873248
0.775,0.975,0.28688192
0.875,0.975,0.20764582
0.875,1.0,0.14572304
1.0,1.0,0.0016561664
