fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.68619066
0.0,0.075,0.68156374
0.1,0.075,0.6727499
0.1,0.1,0.66347146
0.175,0.1,0.642719
0.175,0.2,0.6115149
0.2,0.2,0.61126614
0.2,0.225,0.6105706
0.225,0.225,0.6075024
0.225,0.35,0.5641915
0.3,0.35,0.5597253
0.3,0.375,0.5592399
0.325,0.375,0.55177575
0.325,0.4,0.54934394
0.35,0.4,0.5490337
0.35,0.575,0.53822875
0.375,0.575,0.52818316
0.375,0.6,0.527979
0.45,0.6,0.52574986
0.45,0.625,0.5241767
0.5,0.625,0.5224087
0.5,0.8,0.50900346
0.525,0.8,0.50886667
0.525,0.875,0.5080687
0.575,0.875,0.49859366
0.575,0.9,0.49592796
0.6,0.9,0.48945114
0.6,0.925,0.48092112
0.625,0.925,0.4807579
0.625,0.95,0.48073223
0.675,0.95,0.48055378
0.675,0.975,0.48041183
0.7,0.975,0.4803094
0.7,1.0,0.4802765
1.0,1.0,0.0062055755
