fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.6272599
0.0,0.075,0.58993065
0.05,0.075,0.5651219
0.05,0.1,0.5528077
0.075,0.1,0.5446091
0.075,0.125,0.54322076
0.1,0.125,0.53049505
0.1,0.175,0.5286977
0.15,0.175,0.5218781
0.15,0.2,0.5209842
0.175,0.2,0.52045405
0.175,0.25,0.51244515
0.2,0.25,0.5117068
0.2,0.3,0.5108393
0.325,0.3,0.5035461
0.325,0.325,0.5020259
0.375,0.325,0.4968787
0.375,0.425,0.4905101
0.425,0.425,0.48809406
0.425,0.5,0.4830101
0.5,0.5,0.47785237
0.5,0.55,0.47264037
0.55,0.55,0.467261
0.55,0.625,0.4641786
0.6,0.625,0.4628584
0.6,0.675,0.45429686
0.65,0.675,0.43443346
0.65,0.75,0.43133768
0.725,0.75,0.42747235
0.725,0.775,0.42332888
0.775,0.775,0.41556084
0.775,0.8,0.41015273
0.8,0.8,0.4042728
0.8,0.825,0.39681184
0.85,0.825,0.39495212
0.85,0.85,0.39079973
0.875,0.85,0.38413534
0.875,0.9,0.37989184
0.9,0.9,0.37129858
0.9,0.925,0.36719203
0.925,0.925,0.3663635
0.925,0.975,0.35357457
0.95,0.975,0.3516507
0.95,1.0,0.34060585
1.0,1.0,0.2885739
