fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.83463806
0.0,0.2,0.5256771
0.025,0.2,0.5243025
0.025,0.275,0.52093625
0.075,0.275,0.5191834
0.075,0.325,0.51647484
0.1,0.325,0.5143498
0.1,0.35,0.51160705
0.125,0.35,0.5112046
0.125,0.375,0.50677186
0.15,0.375,0.50228983
0.15,0.4,0.47211426
0.2,0.4,0.4650821
0.2,0.425,0.46078792
0.3,0.425,0.45444623
0.3,0.475,0.45407796
0.325,0.475,0.45341262
0.325,0.5,0.45340052
0.425,0.5,0.45222688
0.425,0.55,0.4330685
0.475,0.55,0.43305406
0.475,0.6,0.43300873
0.5,0.625,0.43298244
0.55,0.625,0.43295187
0.55,0.675,0.43292442
0.575,0.675,0.43291804
0.575,0.725,0.42419007
0.65,0.725,0.41063824
0.65,0.8,0.2880039
0.7,0.8,0.25606087
0.7,0.875,0.23987722
0.75,0.875,0.22893511
0.75,0.95,0.22643937
0.775,0.95,0.22526838
0.775,0.975,0.21006793
0.85,0.975,0.04556013
0.85,1.0,0.014898118
1.0,1.0,0.0013229545
