fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.9527375
0.0,0.05,0.9521921
0.025,0.05,0.94552076
0.025,0.125,0.9104747
0.05,0.125,0.9076138
0.05,0.275,0.82601565
0.075,0.275,0.78633285
0.075,0.325,0.7686568
0.15,0.325,0.7526777
0.15,0.375,0.7413037
0.2,0.375,0.74012566
0.2,0.425,0.7400213
0.225,0.425,0.740013
0.225,0.475,0.7396247
0.3,0.475,0.7372707
0.3,0.5,0.7370145
0.35,0.5,0.7363114
0.35,0.55,0.73596275
0.525,0.55,0.7213415
0.525,0.575,0.7132396
0.55,0.575,0.71178615
0.55,0.7,0.6526713
0.6,0.7,0.6462102
0.6,0.825,0.6174508
0.625,0.825,0.6149302
0.625,0.85,0.59472525
0.7,0.85,0.5156596
0.7,0.9,0.4682328
0.75,0.9,0.42862236
0.75,0.975,0.35927823
0.8,0.975,0.30450827
0.8,1.0,0.2951514
1.0,1.0,0.00030414233
