fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.6430963
0.0,0.05,0.64092416
0.05,0.05,0.63910574
0.05,0.125,0.63608557
0.125,0.125,0.62552863
0.125,0.15,0.6248627
0.15,0.15,0.6246443
0.15,0.275,0.617971
0.175,0.275,0.6130593
0.175,0.325,0.6096177
0.2,0.325,0.60827583
0.2,0.375,0.60539633
0.225,0.375,0.6050723
0.225,0.4,0.5974646
0.275,0.4,0.5950908
0.275,0.425,0.59178865
0.4,0.425,0.5683084
0.4,0.45,0.5612263
0.5,0.45,0.54688716
0.5,0.525,0.5261802
0.575,0.525,0.51754445
0.575,0.55,0.5174196
0.6,0.55,0.51727706
0.6,0.65,0.5166579
0.625,0.65,0.51660764
0.625,0.675,0.5165199
0.65,0.675,0.51642156
0.65,0.75,0.5112969
0.7,0.75,0.5079773
0.7,0.775,0.5045578
0.725,0.775,0.50390893
0.725,0.8,0.50253016
0.75,0.8,0.5016825
0.75,0.875,0.4991552
0.775,0.875,0.49882904
0.775,0.95,0.45163766
0.925,0.95,0.1734994
0.925,0.975,0.14972313
0.95,0.975,0.13340847
0.95,1.0,0.13262765
1.0,1.0,0.041514914
