fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.77882797
0.05,0.025,0.77693576
0.05,0.05,0.7740796
0.1,0.05,0.75857717
0.1,0.1,0.75258434
0.2,0.1,0.6828987
0.2,0.2,0.64230955
0.3,0.2,0.63027894
0.3,0.225,0.62983614
0.325,0.225,0.62086105
0.325,0.3,0.6016245
0.35,0.3,0.59750193
0.35,0.325,0.59748966
0.375,0.325,0.5966404
0.375,0.35,0.5962446
0.425,0.35,0.58971083
0.425,0.375,0.57482576
0.45,0.375,0.5744244
0.45,0.4,0.5712324
0.475,0.4,0.57099426
0.475,0.5,0.56753224
0.5,0.5,0.5661701
0.5,0.55,0.55827314
0.525,0.55,0.5537135
0.525,0.6,0.54766214
0.6,0.6,0.5434405
0.6,0.625,0.5350123
0.65,0.625,0.48527485
0.65,0.75,0.45304227
0.675,0.75,0.45228097
0.675,0.8,0.45187467
0.75,0.8,0.45129845
0.75,0.875,0.45110005
0.8,0.875,0.4506051
0.8,0.9,0.4504038
0.825,0.9,0.44989643
0.825,0.975,0.32490724
0.95,0.975,0.008480718
0.95,1.0,0.007293327
1.0,1.0,0.0064133457
