fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.6038879
0.0,0.1,0.6005402
0.025,0.1,0.60044575
0.025,0.125,0.6000274
0.1,0.125,0.57867575
0.1,0.15,0.5783133
0.125,0.15,0.56362915
0.125,0.2,0.5628012
0.25,0.2,0.55892664
0.25,0.225,0.55830324
0.275,0.225,0.5574828
0.275,0.275,0.55110896
0.325,0.275,0.5504157
0.325,0.325,0.5498932
0.375,0.325,0.5491708
0.375,0.35,0.5481633
0.45,0.35,0.5468541
0.45,0.375,0.5447097
0.475,0.375,0.5411121
0.475,0.425,0.5375187
0.525,0.425,0.5263102
0.525,0.45,0.52360255
0.55,0.45,0.5214198
0.55,0.475,0.5211608
0.65,0.475,0.50571144
0.65,0.5,0.5052585
0.675,0.5,0.5047177
0.675,0.525,0.5000144
0.7,0.525,0.49785867
0.7,0.55,0.49550986
0.725,0.55,0.49462622
0.725,0.625,0.4702094
0.8,0.625,0.4698109
0.8,0.75,0.4651312
0.825,0.75,0.4650181
0.825,0.825,0.46166605
0.9,0.825,0.45847586
0.9,0.975,0.3734438
0.925,0.975,0.367208
0.925,1.0,0.35015187
1.0,1.0,0.17912705
