fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.9577475
0.05,0.0,0.8865322
0.05,0.025,0.76092064
0.1,0.025,0.7032908
0.1,0.2,0.6282271
0.15,0.2,0.62713474
0.15,0.225,0.62669843
0.25,0.225,0.6211608
0.25,0.25,0.62051046
0.3,0.25,0.5663992
0.3,0.4,0.5281206
0.35,0.4,0.5214599
0.35,0.45,0.51548886
0.425,0.45,0.51003796
0.425,0.475,0.50145525
0.475,0.475,0.4878726
0.475,0.5,0.4873955
0.5,0.5,0.48427245
0.5,0.575,0.4778096
0.525,0.575,0.47722858
0.525,0.6,0.47674367
0.55,0.6,0.4759707
0.55,0.625,0.47578412
0.575,0.625,0.47566032
0.575,0.7,0.46850637
0.65,0.7,0.4567992
0.65,0.75,0.4534053
0.675,0.75,0.44661176
0.675,0.85,0.42787778
0.725,0.85,0.4233966
0.725,0.875,0.423004
0.875,0.875,0.37561086
0.875,0.9,0.37178117
0.9,0.9,0.361009
0.9,0.925,0.3606982
0.925,0.925,0.34473354
0.925,0.975,0.3130305
0.95,0.975,0.0074346056
0.95,1.0,0.007381294
1.0,1.0,0.0066041555
