fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.7003252
0.0,0.125,0.67582643
0.05,0.125,0.646496
0.05,0.175,0.64485043
0.15,0.175,0.6256487
0.15,0.2,0.6203685
0.175,0.2,0.6127686
0.175,0.225,0.6103646
0.2,0.225,0.60673976
0.2,0.25,0.60304064
0.25,0.25,0.597351
0.25,0.3,0.59084535
0.3,0.3,0.5899677
0.3,0.325,0.58903164
0.325,0.325,0.58556575
0.325,0.375,0.58146363
0.35,0.375,0.5809284
0.35,0.425,0.57689846
0.425,0.425,0.5618553
0.425,0.475,0.54410964
0.475,0.475,0.5431331
0.475,0.525,0.53258526
0.5,0.525,0.53199303
0.5,0.575,0.528171
0.525,0.575,0.5259223
0.525,0.6,0.52577716
0.55,0.6,0.52510816
0.55,0.625,0.524768
0.575,0.625,0.52425545
0.575,0.7,0.511396
0.6,0.7,0.5101013
0.6,0.775,0.5083506
0.625,0.775,0.5081184
0.625,0.8,0.5076274
0.675,0.8,0.507513
0.675,0.825,0.50743586
0.775,0.825,0.48213217
0.775,0.875,0.47898215
0.8,0.875,0.47280282
0.8,0.975,0.2757269
0.95,0.975,0.095303304
0.95,1.0,0.055568922
1.0,1.0,0.04098737
