fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.6424158
0.075,0.025,0.6351094
0.075,0.05,0.6337509
0.125,0.05,0.6166215
0.125,0.075,0.6154659
0.175,0.075,0.61015546
0.175,0.125,0.6093185
0.2,0.125,0.6089692
0.2,0.175,0.6076169
0.325,0.175,0.6068337
0.325,0.3,0.6050913
0.4,0.3,0.60180664
0.4,0.325,0.5786237
0.475,0.325,0.53747606
0.475,0.45,0.536262
0.575,0.45,0.53541255
0.575,0.5,0.53525233
0.6,0.5,0.5351817
0.6,0.525,0.53515273
0.625,0.525,0.534691
0.625,0.55,0.53467304
0.65,0.55,0.5346193
0.65,0.725,0.5013901
0.675,0.725,0.50025815
0.675,0.8,0.4988591
0.7,0.8,0.49849784
0.7,0.925,0.4247633
0.775,0.925,0.35375515
0.775,0.95,0.35094622
0.825,0.95,0.2570574
0.825,0.975,0.19733432
0.925,0.975,0.04540097
0.925,1.0,0.039721668
1.0,1.0,0.0005499447
