fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.68440646
0.075,0.025,0.6464954
0.075,0.05,0.6398722
0.125,0.05,0.6382327
0.125,0.075,0.63662654
0.15,0.075,0.6307584
0.15,0.15,0.6282427
0.2,0.15,0.6215825
0.2,0.2,0.6161147
0.25,0.2,0.6103463
0.25,0.225,0.6085863
0.325,0.225,0.60606366
0.325,0.275,0.60321075
0.4,0.275,0.5979534
0.4,0.3,0.5976935
0.425,0.3,0.5901896
0.425,0.35,0.57997686
0.525,0.35,0.5585358
0.525,0.425,0.5452079
0.55,0.425,0.524205
0.55,0.475,0.52011234
0.575,0.475,0.5200453
0.575,0.525,0.51532966
0.7,0.525,0.48921403
0.7,0.725,0.42481744
0.725,0.725,0.41966608
0.725,0.775,0.40269583
0.775,0.775,0.37330487
0.775,0.8,0.36704028
0.8,0.8,0.300306
0.8,0.825,0.29490665
0.825,0.825,0.29475912
0.825,0.875,0.28024137
0.85,0.875,0.2793876
0.85,0.9,0.27652383
0.95,0.9,0.25987983
0.95,0.925,0.25898722
1.0,0.925,0.25090167
1.0,1.0,0.22364844
