fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.6696387
0.025,0.05,0.6661673
0.05,0.05,0.6638986
0.05,0.1,0.6504753
0.075,0.1,0.6225263
0.075,0.15,0.612585
0.2,0.15,0.5834147
0.2,0.175,0.5820759
0.25,0.175,0.5797526
0.25,0.25,0.5767491
0.3,0.25,0.5754614
0.3,0.275,0.5725591
0.35,0.275,0.57210183
0.35,0.3,0.571602
0.4,0.3,0.56086785
0.4,0.325,0.55887026
0.5,0.325,0.5506736
0.5,0.35,0.5461677
0.525,0.35,0.5428928
0.525,0.4,0.5394464
0.6,0.4,0.5373438
0.6,0.45,0.52532315
0.625,0.45,0.5226486
0.625,0.475,0.5184468
0.675,0.475,0.51636034
0.675,0.5,0.51374894
0.7,0.5,0.5061336
0.7,0.525,0.50291026
0.75,0.525,0.4984238
0.75,0.6,0.49322522
0.775,0.6,0.49132857
0.775,0.65,0.49112776
0.8,0.65,0.4908576
0.8,0.675,0.48831552
0.825,0.675,0.48718956
0.825,0.7,0.48585522
0.85,0.7,0.47745395
0.85,0.8,0.45692328
0.9,0.8,0.4374995
0.9,0.875,0.43154508
0.925,0.875,0.4295857
0.925,0.9,0.410338
0.95,0.9,0.39048943
0.95,0.975,0.23914018
0.975,0.975,0.20923734
0.975,1.0,0.14541039
1.0,1.0,0.08028012
