fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.61118054
0.025,0.025,0.60944474
0.05,0.025,0.6083717
0.05,0.05,0.60705125
0.1,0.05,0.60688126
0.1,0.125,0.6031372
0.2,0.125,0.58809924
0.2,0.175,0.5768722
0.225,0.175,0.57300407
0.225,0.325,0.5472974
0.275,0.325,0.545359
0.275,0.35,0.5416304
0.325,0.35,0.53987694
0.325,0.4,0.5392958
0.425,0.4,0.53267133
0.425,0.475,0.53251535
0.45,0.475,0.5320201
0.45,0.5,0.53147775
0.475,0.5,0.53134865
0.475,0.6,0.52938664
0.5,0.6,0.5291347
0.5,0.625,0.5288782
0.55,0.625,0.52852017
0.55,0.7,0.5272042
0.6,0.7,0.52668756
0.6,0.75,0.52345896
0.65,0.75,0.5181521
0.65,0.775,0.5179391
0.675,0.775,0.516689
0.675,0.875,0.49780965
0.725,0.875,0.4665066
0.725,0.925,0.4514312
0.775,0.925,0.41368493
0.775,0.95,0.33107436
0.8,0.95,0.311614
0.8,1.0,0.28754735
1.0,1.0,0.035092358
