fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.9451564
0.0,0.05,0.9359543
0.025,0.05,0.8710028
0.025,0.15,0.7425441
0.05,0.15,0.73486567
0.05,0.175,0.73205185
0.1,0.175,0.7056752
0.1,0.225,0.6976454
0.25,0.225,0.6719091
0.25,0.275,0.65652376
0.3,0.275,0.6527985
0.3,0.3,0.64414436
0.325,0.3,0.6353903
0.325,0.325,0.63145506
0.375,0.325,0.6163492
0.375,0.35,0.61256176
0.45,0.35,0.60631615
0.45,0.375,0.6012729
0.475,0.375,0.5927104
0.475,0.475,0.581548
0.525,0.475,0.57411915
0.525,0.5,0.57361144
0.55,0.5,0.5725371
0.55,0.6,0.5636825
0.6,0.6,0.5584315
0.6,0.775,0.5184987
0.675,0.775,0.47986034
0.675,0.8,0.4737527
0.75,0.8,0.45213816
0.75,0.85,0.44295967
0.825,0.85,0.40733418
0.825,0.9,0.3830141
0.875,0.9,0.32746738
0.875,0.95,0.28693902
0.925,0.95,0.24708164
0.925,0.975,0.23732542
1.0,0.975,0.1846322
1.0,1.0,0.16933943
