target_id,mode,shots,simulator_seed,transpiler_seed,backend_name,noise_model_loaded,quantum_execution_scope,status,payload_path,seconds
MNIST_QNN_z_r1_d6_s43,exact,0,-1,2026,none,False,exact_full_model,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_core/MNIST_QNN_z_r1_d6_s43/payloads/exact.pt,
MNIST_QNN_z_r1_d6_s43,ideal_shot,128,0,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_core/MNIST_QNN_z_r1_d6_s43/payloads/ideal_shot_shots128_sim0.pt,2.679
MNIST_QNN_z_r1_d6_s43,ideal_shot,128,1,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_core/MNIST_QNN_z_r1_d6_s43/payloads/ideal_shot_shots128_sim1.pt,2.666
MNIST_QNN_z_r1_d6_s43,ideal_shot,128,2,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_core/MNIST_QNN_z_r1_d6_s43/payloads/ideal_shot_shots128_sim2.pt,2.633
MNIST_QNN_z_r1_d6_s43,ideal_shot,128,3,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_core/MNIST_QNN_z_r1_d6_s43/payloads/ideal_shot_shots128_sim3.pt,2.591
MNIST_QNN_z_r1_d6_s43,ideal_shot,128,4,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_core/MNIST_QNN_z_r1_d6_s43/payloads/ideal_shot_shots128_sim4.pt,2.687
MNIST_QNN_z_r1_d6_s43,ideal_shot,128,5,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_core/MNIST_QNN_z_r1_d6_s43/payloads/ideal_shot_shots128_sim5.pt,2.56
MNIST_QNN_z_r1_d6_s43,ideal_shot,128,6,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_core/MNIST_QNN_z_r1_d6_s43/payloads/ideal_shot_shots128_sim6.pt,2.575
MNIST_QNN_z_r1_d6_s43,ideal_shot,128,7,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_core/MNIST_QNN_z_r1_d6_s43/payloads/ideal_shot_shots128_sim7.pt,2.54
MNIST_QNN_z_r1_d6_s43,ideal_shot,128,8,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_core/MNIST_QNN_z_r1_d6_s43/payloads/ideal_shot_shots128_sim8.pt,2.57
MNIST_QNN_z_r1_d6_s43,ideal_shot,128,9,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_core/MNIST_QNN_z_r1_d6_s43/payloads/ideal_shot_shots128_sim9.pt,2.594
MNIST_QNN_z_r1_d6_s43,ideal_shot,512,0,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_core/MNIST_QNN_z_r1_d6_s43/payloads/ideal_shot_shots512_sim0.pt,2.643
MNIST_QNN_z_r1_d6_s43,ideal_shot,512,1,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_core/MNIST_QNN_z_r1_d6_s43/payloads/ideal_shot_shots512_sim1.pt,2.676
