fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.8177007
0.05,0.025,0.7997288
0.05,0.05,0.79907197
0.075,0.05,0.79538804
0.075,0.075,0.78531593
0.125,0.075,0.7743989
0.125,0.125,0.7642836
0.175,0.125,0.75731057
0.175,0.225,0.744643
0.225,0.225,0.74013174
0.225,0.25,0.73735446
0.275,0.25,0.7281243
0.275,0.3,0.7229202
0.3,0.3,0.7226746
0.3,0.325,0.7147369
0.325,0.325,0.71377784
0.325,0.35,0.70719236
0.35,0.35,0.7043655
0.35,0.375,0.70115507
0.45,0.375,0.6818812
0.45,0.475,0.66627073
0.475,0.475,0.66586995
0.475,0.525,0.661442
0.5,0.525,0.6606947
0.5,0.575,0.6540182
0.6,0.575,0.6261346
0.6,0.6,0.6082129
0.65,0.6,0.5669609
0.65,0.675,0.55243784
0.725,0.675,0.53742695
0.725,0.7,0.53479445
0.75,0.7,0.52602583
0.75,0.825,0.4959479
0.825,0.825,0.4257404
0.825,0.9,0.38284248
0.875,0.9,0.37758625
0.875,0.975,0.36511153
0.9,0.975,0.2950777
0.9,1.0,0.28709927
1.0,1.0,0.25711402
