fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.6196846
0.075,0.0,0.604275
0.075,0.05,0.6000601
0.1,0.05,0.59223497
0.1,0.15,0.5780408
0.125,0.15,0.5776957
0.125,0.225,0.56629825
0.175,0.225,0.56188524
0.175,0.325,0.5457124
0.225,0.325,0.539976
0.225,0.35,0.5320035
0.25,0.35,0.529771
0.25,0.425,0.52287596
0.275,0.425,0.51868755
0.275,0.45,0.51399136
0.3,0.45,0.5130146
0.3,0.475,0.51007867
0.4,0.475,0.50043255
0.4,0.5,0.49841532
0.425,0.5,0.49715137
0.425,0.55,0.49580234
0.5,0.55,0.48895127
0.5,0.575,0.48820987
0.525,0.575,0.48692337
0.525,0.6,0.4810771
0.55,0.6,0.4809026
0.55,0.775,0.47755226
0.625,0.775,0.47097296
0.625,0.8,0.47075266
0.675,0.8,0.4654238
0.675,0.825,0.46371046
0.7,0.825,0.46156174
0.7,0.85,0.458885
0.825,0.85,0.43996918
0.825,0.925,0.4217628
0.9,0.925,0.4105974
0.9,0.95,0.38859892
0.95,0.95,0.33877426
0.95,1.0,0.32240564
1.0,1.0,0.2515477
