fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.7442838
0.0,0.05,0.72633356
0.1,0.05,0.6342877
0.1,0.075,0.6316118
0.125,0.075,0.6288446
0.125,0.1,0.62578875
0.2,0.1,0.61433077
0.2,0.175,0.6047098
0.3,0.175,0.5915784
0.3,0.2,0.5909015
0.5,0.2,0.55125403
0.5,0.275,0.54352576
0.525,0.275,0.5429602
0.525,0.325,0.53988504
0.55,0.325,0.5387926
0.55,0.45,0.51852345
0.575,0.45,0.5162456
0.575,0.55,0.48761266
0.625,0.55,0.46752965
0.625,0.6,0.45273352
0.65,0.6,0.45262212
0.65,0.725,0.42307457
0.725,0.725,0.40935028
0.725,0.775,0.4016002
0.875,0.775,0.39799967
0.875,0.85,0.3965673
0.9,0.85,0.39625883
0.9,0.9,0.39574432
0.925,0.9,0.39418596
0.925,0.95,0.30942005
1.0,0.95,0.24469207
1.0,1.0,0.15053038
