fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.68225867
0.0,0.05,0.6571852
0.025,0.05,0.649409
0.025,0.1,0.61848736
0.075,0.1,0.6025199
0.075,0.175,0.58695024
0.1,0.175,0.5783976
0.1,0.2,0.5740922
0.125,0.2,0.57373077
0.125,0.225,0.5458641
0.15,0.225,0.5411683
0.15,0.25,0.5368233
0.25,0.25,0.5213654
0.25,0.275,0.5165672
0.275,0.275,0.5141653
0.275,0.3,0.5087666
0.35,0.3,0.50544286
0.35,0.375,0.49156657
0.375,0.375,0.49002612
0.375,0.4,0.4879432
0.45,0.4,0.48664838
0.45,0.475,0.4824776
0.475,0.475,0.47501084
0.475,0.5,0.47464952
0.5,0.5,0.47441772
0.5,0.6,0.4662057
0.525,0.6,0.45985132
0.525,0.725,0.43330732
0.6,0.725,0.42018914
0.6,0.775,0.41690177
0.625,0.775,0.41417402
0.625,0.875,0.40713546
0.7,0.875,0.39753076
0.7,0.9,0.39486998
0.725,0.9,0.3845116
0.725,0.925,0.3813542
0.8,0.925,0.37466612
0.8,0.95,0.37034568
0.95,0.95,0.3369493
0.95,0.975,0.3214326
0.975,0.975,0.3129952
0.975,1.0,0.30266863
1.0,1.0,0.29258597
