fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.6143369
0.05,0.025,0.6142319
0.05,0.075,0.6141241
0.075,0.075,0.613386
0.075,0.15,0.612035
0.1,0.15,0.61200225
0.1,0.175,0.61158514
0.15,0.175,0.6111667
0.15,0.2,0.6111233
0.225,0.2,0.6107658
0.225,0.25,0.6056368
0.25,0.25,0.6051473
0.25,0.325,0.6023416
0.275,0.325,0.6020395
0.275,0.4,0.59704316
0.325,0.4,0.5931646
0.325,0.45,0.5895573
0.375,0.45,0.5826641
0.375,0.5,0.5799966
0.4,0.5,0.5795526
0.4,0.525,0.57910556
0.45,0.525,0.57842785
0.45,0.55,0.5782524
0.5,0.55,0.57723165
0.5,0.6,0.5767967
0.525,0.6,0.576567
0.525,0.625,0.57472825
0.55,0.625,0.5741447
0.55,0.675,0.5726175
0.625,0.675,0.5648672
0.625,0.825,0.52242357
0.65,0.825,0.5205919
0.65,0.875,0.5205284
0.675,0.875,0.52043587
0.675,0.9,0.5204357
0.75,0.9,0.5203164
0.75,0.95,0.5200994
0.8,0.95,0.5199483
0.8,0.975,0.51994723
0.825,0.975,0.5199308
0.825,1.0,0.5069223
1.0,1.0,0.059033066
