fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.8480975
0.0,0.05,0.8398777
0.075,0.05,0.8011608
0.075,0.075,0.7991996
0.15,0.075,0.79172856
0.15,0.175,0.7658686
0.175,0.175,0.75161433
0.175,0.2,0.73536855
0.225,0.2,0.7277184
0.225,0.325,0.7210452
0.25,0.325,0.71861994
0.25,0.375,0.70330536
0.3,0.375,0.693898
0.3,0.625,0.66761965
0.475,0.625,0.663688
0.475,0.65,0.6636032
0.575,0.65,0.636785
0.575,0.725,0.61262393
0.6,0.725,0.61024123
0.6,0.775,0.5986934
0.625,0.775,0.5978503
0.625,0.8,0.59467417
0.65,0.8,0.5930137
0.65,0.875,0.5880763
0.675,0.875,0.58709747
0.675,0.975,0.56384957
0.875,0.975,0.21961921
0.875,1.0,0.21824364
1.0,1.0,0.017251475
