fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.69276553
0.025,0.025,0.67648
0.025,0.1,0.66196674
0.05,0.1,0.6611471
0.05,0.15,0.65082854
0.1,0.15,0.6495724
0.1,0.225,0.64397603
0.15,0.225,0.6379282
0.15,0.25,0.6369399
0.2,0.25,0.62619406
0.2,0.325,0.62152237
0.225,0.325,0.61982095
0.225,0.375,0.6019428
0.275,0.375,0.5967427
0.275,0.425,0.59268916
0.325,0.425,0.5841645
0.325,0.45,0.5829463
0.35,0.45,0.58230054
0.35,0.475,0.58059996
0.4,0.475,0.52880543
0.4,0.525,0.5244537
0.45,0.525,0.5144663
0.45,0.575,0.5135292
0.475,0.575,0.51259625
0.475,0.675,0.51079875
0.5,0.675,0.510626
0.5,0.7,0.50387496
0.525,0.7,0.50048727
0.525,0.725,0.50047076
0.55,0.725,0.5000497
0.55,0.75,0.49893832
0.575,0.75,0.49863374
0.575,0.8,0.49375156
0.6,0.8,0.490941
0.6,0.825,0.48999804
0.625,0.825,0.48901787
0.625,0.9,0.4875576
0.725,0.9,0.48401713
0.725,0.925,0.47880447
0.775,0.925,0.4753714
0.775,1.0,0.45665374
1.0,1.0,0.043730214
