fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.6840484
0.075,0.025,0.65167415
0.075,0.05,0.6504587
0.125,0.05,0.63757116
0.125,0.15,0.6169575
0.15,0.15,0.61659884
0.15,0.175,0.6165504
0.175,0.175,0.6153647
0.175,0.275,0.61016876
0.225,0.275,0.6095213
0.225,0.35,0.60240585
0.325,0.35,0.57575256
0.325,0.45,0.5607574
0.35,0.45,0.5559529
0.35,0.55,0.5422506
0.525,0.55,0.53345364
0.525,0.575,0.53174824
0.55,0.575,0.5284756
0.55,0.6,0.52787274
0.575,0.6,0.5274069
0.575,0.65,0.5255146
0.6,0.65,0.52279574
0.6,0.725,0.5204771
0.675,0.725,0.5103097
0.675,0.775,0.510053
0.7,0.775,0.50744534
0.7,0.85,0.4898142
0.725,0.85,0.48709488
0.725,0.875,0.4758819
0.75,0.875,0.47032318
0.75,0.925,0.4302309
0.8,0.925,0.39609256
0.8,0.95,0.38968417
0.825,0.95,0.37897497
0.825,0.975,0.3733813
0.85,0.975,0.35863405
0.85,1.0,0.3398724
1.0,1.0,0.21922864
