fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.9432391
0.025,0.025,0.80405223
0.025,0.1,0.7384255
0.05,0.1,0.73790896
0.05,0.25,0.59843296
0.1,0.25,0.51863
0.1,0.325,0.49375132
0.175,0.325,0.4908094
0.175,0.35,0.48901495
0.25,0.35,0.48719263
0.25,0.4,0.48575145
0.325,0.4,0.4854732
0.325,0.45,0.4851585
0.4,0.45,0.47503406
0.4,0.525,0.46241543
0.425,0.525,0.46194932
0.425,0.55,0.46081215
0.5,0.55,0.44504216
0.5,0.575,0.44276413
0.575,0.575,0.38247618
0.575,0.675,0.344261
0.65,0.675,0.34091443
0.65,0.75,0.33365864
0.7,0.75,0.33297333
0.7,0.825,0.32784206
0.75,0.825,0.3268746
0.75,0.85,0.32417122
0.775,0.85,0.32318848
0.775,0.9,0.3180358
0.825,0.9,0.31192434
0.825,0.925,0.31025097
0.85,0.925,0.28566697
0.85,0.95,0.28444222
0.925,0.95,0.22615388
0.925,1.0,0.14806007
1.0,1.0,0.0021060691
