target_id,experiment,dataset,architecture,role,seed,model_seed,data_seed,structural_cell_id,fm_kind,reps,depth,attack,auc,auc_record_ci95_low,auc_record_ci95_high,valid_record_bootstrap_replicates,tpr_at_0_05_fpr,attained_fpr_for_0_05,tpr_at_0_10_fpr,attained_fpr_for_0_10,n_member,n_nonmember,num_reference_models,reference_epochs,reference_candidate_protocol,score_statistic,ci_method,sample_score_file,balanced_accuracy_crossfit,membership_advantage_crossfit,crossfit_tpr,crossfit_fpr,threshold_median,threshold_folds
MNIST_QNN_eff_su2_r1_d6_s45,multiseed_factorial,MNIST,QNN,eff_su2_r1_d6,45,45,43,eff_su2_r1_d6,eff_su2,1,6,lira_online,0.538,0.4805,0.59212625,5000,0.11,0.05,0.135,0.085,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/lira_reference_mia/sample_scores/MNIST_QNN_eff_su2_r1_d6_s45.npz,0.53,0.06,0.325,0.265,0.6362544737613888,5
MNIST_QNN_eff_su2_r1_d6_s45,multiseed_factorial,MNIST,QNN,eff_su2_r1_d6,45,45,43,eff_su2_r1_d6,eff_su2,1,6,lira_online_fixed_variance,0.55855,0.50057,0.6141018749999999,5000,0.095,0.045,0.155,0.085,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/lira_reference_mia/sample_scores/MNIST_QNN_eff_su2_r1_d6_s45.npz,0.5275,0.05499999999999994,0.595,0.54,0.1794934301061747,5
MNIST_QNN_eff_su2_r1_d6_s45,multiseed_factorial,MNIST,QNN,eff_su2_r1_d6,45,45,43,eff_su2_r1_d6,eff_su2,1,6,lira_offline,0.504975,0.446475,0.5600275,5000,0.095,0.05,0.16,0.1,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/lira_reference_mia/sample_scores/MNIST_QNN_eff_su2_r1_d6_s45.npz,0.48750000000000004,-0.024999999999999994,0.19,0.215,1.7502011564253,5
MNIST_QNN_eff_su2_r1_d6_s45,multiseed_factorial,MNIST,QNN,eff_su2_r1_d6,45,45,43,eff_su2_r1_d6,eff_su2,1,6,lira_offline_fixed_variance,0.5071000000000001,0.45124875,0.5642275,5000,0.08,0.05,0.15,0.1,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/lira_reference_mia/sample_scores/MNIST_QNN_eff_su2_r1_d6_s45.npz,0.5,0.0,0.285,0.285,0.8042569081895209,5
MNIST_QNN_eff_su2_r1_d6_s45,multiseed_factorial,MNIST,QNN,eff_su2_r1_d6,45,45,43,eff_su2_r1_d6,eff_su2,1,6,global_true_class_log_odds,0.5342250000000001,0.477689375,0.5896781249999999,5000,0.055,0.045,0.115,0.1,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/lira_reference_mia/sample_scores/MNIST_QNN_eff_su2_r1_d6_s45.npz,0.49250000000000005,-0.014999999999999958,0.34,0.355,1.2439940350315464,5
