fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.62258375
0.025,0.05,0.62168956
0.1,0.05,0.6178738
0.1,0.1,0.6075918
0.275,0.1,0.5668119
0.275,0.125,0.56293344
0.3,0.125,0.5612194
0.3,0.15,0.56080997
0.325,0.15,0.55849236
0.325,0.175,0.5572166
0.375,0.175,0.552927
0.375,0.3,0.5048903
0.425,0.3,0.5001971
0.425,0.4,0.49982473
0.475,0.4,0.49976447
0.475,0.45,0.49971774
0.5,0.45,0.4997071
0.5,0.475,0.4996989
0.625,0.475,0.49967992
0.625,0.525,0.4996712
0.65,0.525,0.4996681
0.65,0.625,0.43652663
0.675,0.625,0.4353465
0.675,0.65,0.43421546
0.7,0.65,0.43392843
0.7,0.675,0.43300176
0.725,0.675,0.39716724
0.725,0.85,0.3848902
0.85,0.85,0.38031647
0.85,0.875,0.37720004
0.875,0.875,0.37607434
0.875,0.95,0.3691102
0.925,0.95,0.36818084
0.925,0.975,0.36766696
0.95,0.975,0.35920873
0.95,1.0,0.35529572
1.0,1.0,0.34810594
