target_id,structural_cell_id,fm_kind,reps,depth,model_seed,mode,shots,attack,n_simulator_seeds,mean_auc,sd_simulator
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,ideal_shot,128,global_true_class_log_odds,2,0.53305,0.01619274528917192
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,ideal_shot,128,lira_offline,2,0.48975,0.010854089091213544
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,ideal_shot,128,lira_offline_fixed_variance,2,0.49677499999999997,0.006081118318204267
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,ideal_shot,128,lira_online,2,0.4869,0.01421284630184961
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,ideal_shot,128,lira_online_fixed_variance,2,0.49153749999999996,0.0035885669145216672
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,noisy_shot,128,global_true_class_log_odds,2,0.529325,0.001378858223313812
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,noisy_shot,128,lira_offline,2,0.4924875,0.013770904563608027
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,noisy_shot,128,lira_offline_fixed_variance,2,0.4931875,0.01380625990266735
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,noisy_shot,128,lira_online,2,0.5122,0.0009899494936611753
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,noisy_shot,128,lira_online_fixed_variance,2,0.516875,0.01898581707485883
MNIST_QNN_eff_su2_r1_d2_s44,eff_su2_r1_d2,eff_su2,1,2,44,ideal_shot,128,global_true_class_log_odds,2,0.5455125000000001,0.012392046340294253
MNIST_QNN_eff_su2_r1_d2_s44,eff_su2_r1_d2,eff_su2,1,2,44,ideal_shot,128,lira_offline,2,0.46648750000000005,0.09756305813421388
MNIST_QNN_eff_su2_r1_d2_s44,eff_su2_r1_d2,eff_su2,1,2,44,ideal_shot,128,lira_offline_fixed_variance,2,0.4678875,0.08883028938656008
MNIST_QNN_eff_su2_r1_d2_s44,eff_su2_r1_d2,eff_su2,1,2,44,ideal_shot,128,lira_online,2,0.483275,0.13463313113791858
MNIST_QNN_eff_su2_r1_d2_s44,eff_su2_r1_d2,eff_su2,1,2,44,ideal_shot,128,lira_online_fixed_variance,2,0.4672375,0.09052734566140776
MNIST_QNN_eff_su2_r1_d2_s44,eff_su2_r1_d2,eff_su2,1,2,44,noisy_shot,128,global_true_class_log_odds,2,0.5450375000000001,0.013629483207370773
MNIST_QNN_eff_su2_r1_d2_s44,eff_su2_r1_d2,eff_su2,1,2,44,noisy_shot,128,lira_offline,2,0.49188750000000003,0.04866662421516407
MNIST_QNN_eff_su2_r1_d2_s44,eff_su2_r1_d2,eff_su2,1,2,44,noisy_shot,128,lira_offline_fixed_variance,2,0.49108750000000007,0.04587355242947736
MNIST_QNN_eff_su2_r1_d2_s44,eff_su2_r1_d2,eff_su2,1,2,44,noisy_shot,128,lira_online,2,0.51925,0.07226631303726506
MNIST_QNN_eff_su2_r1_d2_s44,eff_su2_r1_d2,eff_su2,1,2,44,noisy_shot,128,lira_online_fixed_variance,2,0.5158750000000001,0.06222539674441625
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,ideal_shot,128,global_true_class_log_odds,2,0.5119374999999999,0.008396893026590269
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,ideal_shot,128,lira_offline,2,0.5351250000000001,0.018101933598375624
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,ideal_shot,128,lira_offline_fixed_variance,2,0.541575,0.019763634534163944
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,ideal_shot,128,lira_online,2,0.5288124999999999,0.017872123894489982
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,ideal_shot,128,lira_online_fixed_variance,2,0.5183875,0.00694732412515781
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,noisy_shot,128,global_true_class_log_odds,2,0.52545,0.026410438277317545
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,noisy_shot,128,lira_offline,2,0.529525,0.02054145199346918
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,noisy_shot,128,lira_offline_fixed_variance,2,0.5287875,0.014478011344794458
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,noisy_shot,128,lira_online,2,0.522625,0.025738686835190323
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,noisy_shot,128,lira_online_fixed_variance,2,0.5142625,0.01960453550839703
