target_id,structural_cell_id,fm_kind,reps,depth,model_seed,data_seed,mode,queries,shots,total_shots_per_target_record,simulator_seed,attack,auc,auc_record_ci95_low,auc_record_ci95_high,valid_record_bootstrap_replicates,tpr_at_0_05_fpr,attained_fpr_for_0_05,tpr_at_0_10_fpr,attained_fpr_for_0_10,n_member,n_nonmember,num_reference_models,reference_calibration_circuit_shots,reference_execution_reused,reference_cache,target_attack_circuit_shots,calibration_timestamp,backend_name,snapshot_manifest_sha256,sample_score_file,balanced_accuracy_crossfit,membership_advantage_crossfit,crossfit_tpr,crossfit_fpr,threshold_median,threshold_folds
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,ideal_shot,1,128,128,0,lira_online,0.49695,0.442968125,0.55158375,200,0.08,0.05,0.125,0.1,200,200,16,819200,False,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/reference_cache/eff_su2_r1_d2_wd0_4e946226e21622d28c45.npz,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_ideal_shot_sim0.npz,0.475,-0.0499999999999999,0.375,0.425,0.5211122560479118,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,ideal_shot,1,128,128,0,lira_online_fixed_variance,0.4940749999999999,0.44184125,0.548305625,200,0.045,0.045,0.115,0.095,200,200,16,819200,False,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/reference_cache/eff_su2_r1_d2_wd0_4e946226e21622d28c45.npz,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_ideal_shot_sim0.npz,0.4975,-0.005,0.655,0.66,-1.0748591234286915,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,ideal_shot,1,128,128,0,lira_offline,0.497425,0.4397475,0.5540262499999999,200,0.055,0.045,0.115,0.09,200,200,16,819200,False,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/reference_cache/eff_su2_r1_d2_wd0_4e946226e21622d28c45.npz,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_ideal_shot_sim0.npz,0.51,0.0199999999999999,0.69,0.67,1.3386082464473934,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,ideal_shot,1,128,128,0,lira_offline_fixed_variance,0.492475,0.43448375,0.53850625,200,0.05,0.045,0.07,0.1,200,200,16,819200,False,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/reference_cache/eff_su2_r1_d2_wd0_4e946226e21622d28c45.npz,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_ideal_shot_sim0.npz,0.4975,-0.005,0.55,0.555,1.4858198474520794,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,ideal_shot,1,128,128,0,global_true_class_log_odds,0.5216,0.469769375,0.57179,200,0.05,0.05,0.125,0.1,200,200,16,819200,False,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/reference_cache/eff_su2_r1_d2_wd0_4e946226e21622d28c45.npz,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_ideal_shot_sim0.npz,0.51,0.02,0.32,0.3,1.4638748647136297,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,ideal_shot,1,128,128,1,lira_online,0.47685,0.416728125,0.5343481250000001,200,0.055,0.045,0.1,0.1,200,200,16,819200,False,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/reference_cache/eff_su2_r1_d2_wd0_4e946226e21622d28c45.npz,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_ideal_shot_sim1.npz,0.48,-0.0399999999999999,0.2,0.24,0.5867164201193857,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,ideal_shot,1,128,128,1,lira_online_fixed_variance,0.489,0.43222625,0.5392012500000001,200,0.03,0.045,0.055,0.095,200,200,16,819200,False,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/reference_cache/eff_su2_r1_d2_wd0_4e946226e21622d28c45.npz,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_ideal_shot_sim1.npz,0.5,0.0,0.43,0.43,0.051799882687499,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,ideal_shot,1,128,128,1,lira_offline,0.482075,0.42769625,0.5359337500000001,200,0.015,0.05,0.075,0.095,200,200,16,819200,False,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/reference_cache/eff_su2_r1_d2_wd0_4e946226e21622d28c45.npz,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_ideal_shot_sim1.npz,0.495,-0.01,0.875,0.885,1.030135349190607,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,ideal_shot,1,128,128,1,lira_offline_fixed_variance,0.5010749999999999,0.44292375,0.554209375,200,0.03,0.045,0.065,0.095,200,200,16,819200,False,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/reference_cache/eff_su2_r1_d2_wd0_4e946226e21622d28c45.npz,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_ideal_shot_sim1.npz,0.5325,0.065,0.77,0.705,1.4394195721828182,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,ideal_shot,1,128,128,1,global_true_class_log_odds,0.5445,0.479096875,0.5970181250000001,200,0.04,0.04,0.12,0.1,200,200,16,819200,False,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/reference_cache/eff_su2_r1_d2_wd0_4e946226e21622d28c45.npz,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_ideal_shot_sim1.npz,0.5449999999999999,0.0899999999999999,0.565,0.475,-0.0234184238373986,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,noisy_shot,1,128,128,0,lira_online,0.5115000000000001,0.462293125,0.56556375,200,0.045,0.05,0.085,0.095,200,200,16,819200,False,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/reference_cache/eff_su2_r1_d2_wd0_4e946226e21622d28c45.npz,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_noisy_shot_sim0.npz,0.515,0.0299999999999999,0.43,0.4,0.172590010357124,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,noisy_shot,1,128,128,0,lira_online_fixed_variance,0.5303,0.4818318749999999,0.580690625,200,0.09,0.045,0.13,0.095,200,200,16,819200,False,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/reference_cache/eff_su2_r1_d2_wd0_4e946226e21622d28c45.npz,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_noisy_shot_sim0.npz,0.495,-0.01,0.31,0.32,0.2508166294648342,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,noisy_shot,1,128,128,0,lira_offline,0.48275,0.424725,0.5340112499999999,200,0.02,0.05,0.09,0.1,200,200,16,819200,False,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/reference_cache/eff_su2_r1_d2_wd0_4e946226e21622d28c45.npz,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_noisy_shot_sim0.npz,0.4599999999999999,-0.08,0.345,0.425,1.78568556059852,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,noisy_shot,1,128,128,0,lira_offline_fixed_variance,0.483425,0.417756875,0.52731875,200,0.04,0.04,0.09,0.085,200,200,16,819200,False,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/reference_cache/eff_su2_r1_d2_wd0_4e946226e21622d28c45.npz,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_noisy_shot_sim0.npz,0.4775,-0.0449999999999999,0.44,0.485,2.390210693987654,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,noisy_shot,1,128,128,0,global_true_class_log_odds,0.5303,0.46575125,0.579555,200,0.035,0.04,0.135,0.1,200,200,16,819200,False,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/reference_cache/eff_su2_r1_d2_wd0_4e946226e21622d28c45.npz,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_noisy_shot_sim0.npz,0.505,0.01,0.275,0.265,1.3091210143498162,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,noisy_shot,1,128,128,1,lira_online,0.5129,0.453950625,0.5664075,200,0.09,0.05,0.155,0.1,200,200,16,819200,False,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/reference_cache/eff_su2_r1_d2_wd0_4e946226e21622d28c45.npz,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_noisy_shot_sim1.npz,0.4975,-0.005,0.475,0.48,-0.3017050492264159,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,noisy_shot,1,128,128,1,lira_online_fixed_variance,0.50345,0.457731875,0.5589350000000001,200,0.08,0.05,0.135,0.1,200,200,16,819200,False,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/reference_cache/eff_su2_r1_d2_wd0_4e946226e21622d28c45.npz,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_noisy_shot_sim1.npz,0.475,-0.0499999999999999,0.42,0.47,0.073753463984914,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,noisy_shot,1,128,128,1,lira_offline,0.502225,0.439974375,0.55761125,200,0.1,0.045,0.13,0.09,200,200,16,819200,False,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/reference_cache/eff_su2_r1_d2_wd0_4e946226e21622d28c45.npz,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_noisy_shot_sim1.npz,0.51,0.0199999999999999,0.15,0.13,4.17325387521767,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,noisy_shot,1,128,128,1,lira_offline_fixed_variance,0.50295,0.453966875,0.5620893750000001,200,0.055,0.05,0.175,0.1,200,200,16,819200,False,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/reference_cache/eff_su2_r1_d2_wd0_4e946226e21622d28c45.npz,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_scaleup_phase6/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_noisy_shot_sim1.npz,0.53,0.06,0.185,0.125,2.7369381532095343,5
