fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.61156553
0.05,0.025,0.59624815
0.05,0.075,0.59384304
0.075,0.075,0.593735
0.075,0.2,0.5845442
0.1,0.2,0.58129376
0.1,0.225,0.5806872
0.125,0.225,0.5788579
0.125,0.25,0.57740307
0.2,0.25,0.56860715
0.2,0.3,0.56716955
0.25,0.3,0.5647239
0.25,0.325,0.56188625
0.375,0.325,0.5477106
0.375,0.4,0.5432031
0.425,0.4,0.53237665
0.425,0.475,0.51397145
0.45,0.475,0.5123269
0.45,0.575,0.5081516
0.475,0.575,0.5065821
0.475,0.625,0.49900323
0.5,0.625,0.49708045
0.5,0.7,0.49537754
0.6,0.7,0.48788863
0.6,0.75,0.4828295
0.625,0.75,0.48001122
0.625,0.775,0.478763
0.65,0.775,0.4784272
0.65,0.8,0.4769165
0.725,0.8,0.47411114
0.725,0.85,0.46972212
0.75,0.85,0.46877018
0.75,0.9,0.46837392
0.775,0.9,0.4674596
0.775,0.925,0.46618447
0.875,0.925,0.4237149
0.875,0.975,0.39172673
0.9,0.975,0.38535058
0.9,1.0,0.33257562
1.0,1.0,0.2675752
