fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.5422018
0.1,0.0,0.5420105
0.1,0.05,0.5419365
0.15,0.05,0.5419075
0.15,0.2,0.54165614
0.2,0.2,0.54108214
0.2,0.3,0.53985333
0.225,0.3,0.53966457
0.225,0.35,0.5383965
0.25,0.35,0.5363456
0.25,0.375,0.5352893
0.275,0.375,0.5344957
0.275,0.4,0.5339004
0.3,0.4,0.53316253
0.3,0.5,0.52998465
0.375,0.5,0.52655005
0.375,0.525,0.5263099
0.425,0.525,0.5262088
0.425,0.55,0.52620363
0.45,0.55,0.52618587
0.45,0.7,0.51913244
0.475,0.7,0.51690066
0.475,0.75,0.5150923
0.5,0.75,0.5131968
0.5,0.775,0.51197237
0.525,0.775,0.5117908
0.525,0.85,0.5102563
0.575,0.85,0.5095193
0.575,0.875,0.50927866
0.825,0.875,0.38982415
0.825,0.9,0.38900915
0.9,0.9,0.38719237
0.9,0.925,0.38532412
0.95,0.925,0.3829626
0.95,0.95,0.37469634
0.975,0.95,0.37450257
0.975,1.0,0.3729049
1.0,1.0,0.36681828
