fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.7230615
0.025,0.025,0.71513987
0.05,0.025,0.70614094
0.05,0.05,0.7053277
0.075,0.05,0.7005416
0.075,0.1,0.66679764
0.1,0.1,0.663633
0.1,0.2,0.643202
0.15,0.2,0.62432307
0.15,0.3,0.61506623
0.25,0.3,0.6108595
0.25,0.325,0.61032975
0.325,0.325,0.60832685
0.325,0.35,0.6073648
0.425,0.35,0.59714466
0.425,0.375,0.59396315
0.45,0.375,0.5844821
0.45,0.4,0.5832044
0.475,0.4,0.5831231
0.475,0.475,0.5822633
0.5,0.475,0.58224994
0.5,0.5,0.58182824
0.55,0.5,0.58061177
0.55,0.7,0.5295828
0.575,0.7,0.5244752
0.575,0.725,0.5187357
0.6,0.725,0.50997144
0.6,0.75,0.5070971
0.675,0.75,0.49781963
0.675,0.875,0.4806627
0.75,0.875,0.47906625
0.75,0.9,0.47844177
0.825,0.9,0.47687095
0.825,0.95,0.47268558
0.85,0.95,0.44877
0.85,0.975,0.4292247
0.875,0.975,0.40942624
0.875,1.0,0.34462357
1.0,1.0,0.022101972
