attack,dataset,architecture,fm_kind,reps,depth,auc_count,auc_mean,auc_std,tpr_at_0_05_fpr_count,tpr_at_0_05_fpr_mean,tpr_at_0_05_fpr_std,tpr_at_0_10_fpr_count,tpr_at_0_10_fpr_mean,tpr_at_0_10_fpr_std,balanced_accuracy_crossfit_count,balanced_accuracy_crossfit_mean,balanced_accuracy_crossfit_std,membership_advantage_crossfit_count,membership_advantage_crossfit_mean,membership_advantage_crossfit_std,error_bar_type
global_true_class_log_odds,MNIST,QNN,eff_su2,1,2,3,0.5298916666666666,0.01038584774264157,3,0.06666666666666667,0.016072751268321597,3,0.10833333333333334,0.0028867513459481303,3,0.5083333333333333,0.035118845842842465,3,0.016666666666666666,0.07023769168568492,mean ± sample SD across target-model seeds
lira_offline,MNIST,QNN,eff_su2,1,2,3,0.5128499999999999,0.053625652676680756,3,0.06666666666666667,0.027537852736430512,3,0.11666666666666665,0.007637626158259736,3,0.5216666666666666,0.021262251370288445,3,0.0433333333333333,0.04252450274057686,mean ± sample SD across target-model seeds
lira_offline_fixed_variance,MNIST,QNN,eff_su2,1,2,3,0.5047750000000001,0.04742966503149692,3,0.06333333333333334,0.0076376261582597384,3,0.11833333333333333,0.03055050463303893,3,0.5241666666666668,0.013768926368215202,3,0.04833333333333334,0.02753785273643051,mean ± sample SD across target-model seeds
lira_online,MNIST,QNN,eff_su2,1,2,3,0.528725,0.047619789741240925,3,0.04666666666666667,0.01892969448600091,3,0.11333333333333333,0.031754264805429415,3,0.5275,0.04582575694955835,3,0.05499999999999993,0.09165151389911674,mean ± sample SD across target-model seeds
lira_online_fixed_variance,MNIST,QNN,eff_su2,1,2,3,0.5365333333333334,0.03923635378489361,3,0.055,0.01,3,0.09500000000000001,0.009999999999999995,3,0.515,0.015206906325745551,3,0.029999999999999968,0.030413812651491068,mean ± sample SD across target-model seeds
