fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.6697724
0.0,0.125,0.6629176
0.025,0.125,0.6623084
0.025,0.175,0.6610536
0.05,0.175,0.6584659
0.05,0.3,0.64934033
0.075,0.3,0.6465079
0.075,0.375,0.6288759
0.2,0.375,0.61193216
0.2,0.4,0.60764194
0.225,0.4,0.6072683
0.225,0.425,0.6071303
0.25,0.425,0.60502744
0.25,0.45,0.60444903
0.275,0.45,0.60368425
0.275,0.5,0.6013654
0.325,0.5,0.5964254
0.325,0.6,0.5938973
0.35,0.6,0.5934398
0.35,0.675,0.58714944
0.425,0.675,0.5735296
0.425,0.725,0.551287
0.45,0.725,0.44211814
0.45,0.75,0.37403724
0.5,0.75,0.35326838
0.5,0.8,0.3448219
0.525,0.8,0.33390352
0.525,0.9,0.3252551
0.6,0.9,0.31127682
0.6,0.925,0.284231
0.625,0.925,0.27843776
0.625,0.95,0.2781534
0.775,0.95,0.26117796
0.775,0.975,0.26003468
0.8,0.975,0.25698167
0.8,1.0,0.25333577
1.0,1.0,0.23223819
