metric,contrast,mean_difference,sd_across_dataset_encoder_seed_effects,ci95_low,ci95_high,valid_bootstrap_replicates,ci_method,bootstrap_unit,bootstrap_replicates
train_train_similarity,reps 5 minus reps 1,-0.0772585067898035,0.09475374842912694,-0.15775199464211864,-0.022505777825911847,100,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,100
train_test_similarity,reps 5 minus reps 1,-0.07034258575489123,0.07470889057603758,-0.12960289052377144,-0.016100319529262722,100,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,100
test_test_similarity,reps 5 minus reps 1,-0.05264923411111039,0.05737047557351241,-0.08907300390613579,-0.014424095194165914,100,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,100
within_class_similarity,reps 5 minus reps 1,-0.14907364981869858,0.09017119212256777,-0.21887558554299177,-0.0927338519444069,100,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,100
between_class_similarity,reps 5 minus reps 1,-0.03130368795245886,0.08106586428958738,-0.07802617206082989,0.017722757447821362,100,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,100
class_similarity_gap,reps 5 minus reps 1,-0.11776996186623971,0.06170542826060065,-0.15993424533711126,-0.05903509849061569,100,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,100
mmd2_train_test,reps 5 minus reps 1,0.010777430608868599,0.04184674261426042,-0.013038789791365465,0.03871137915800011,100,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,100
kernel_label_alignment,reps 5 minus reps 1,-0.14449078838030496,0.09391696150787107,-0.20768673121929168,-0.0668495118618011,100,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,100
effective_rank,reps 5 minus reps 1,11.080635070800781,6.338240335180707,6.752941739559174,16.28981003363927,100,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,100
encoder_operation_count,reps 5 minus reps 1,113.33333333333333,110.3207444983339,46.95,197.71666666666664,100,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,100
