target_id,attack,auc,auc_record_ci95_low,auc_record_ci95_high,valid_record_bootstrap_replicates,n_member,n_nonmember,fpr_resolution,membership_convention,source_file,ci_method,bootstrap_unit,bootstrap_replicates,experiment,role,dataset,architecture,fm_kind,n_wires,reps,depth,ql_ent,ql_op,model_seed,data_seed,seed,structural_cell_id,risk_level,balanced_accuracy_crossfit,membership_advantage_crossfit,crossfit_tpr,crossfit_fpr,threshold_median,threshold_folds,tpr_at_requested_fpr_0p05,attained_fpr_0p05,expected_false_positives_0p05,resolvable_0p05,tpr_at_requested_fpr_0p1,attained_fpr_0p1,expected_false_positives_0p1,resolvable_0p1
SmokeArch_high_reupload_hqnn_s43,loss,0.7388888888888888,0.5548888888888889,0.8396666666666667,5,30,30,0.03333333333333333,0=member,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_high_reupload_hqnn_s43/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,5,architecture_control,high_reupload,MNIST,hqnn,zz,6,5,2,linear,crz,43,43,43,high_reupload|hqnn,high,0.6666666666666666,0.3333333333333333,0.6,0.26666666666666666,-0.5202555358409882,2,0.3,0.03333333333333333,1.5,False,0.43333333333333335,0.1,3.0,True
SmokeArch_high_reupload_hqnn_s44,loss,0.8111111111111111,0.7305555555555555,0.8334444444444444,5,30,30,0.03333333333333333,0=member,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_high_reupload_hqnn_s44/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,5,architecture_control,high_reupload,MNIST,hqnn,zz,6,5,2,linear,crz,44,43,44,high_reupload|hqnn,high,0.7333333333333334,0.4666666666666667,0.9,0.43333333333333335,-0.6850776374340057,2,0.4666666666666667,0.03333333333333333,1.5,False,0.5,0.1,3.0,True
SmokeArch_high_reupload_hqnn_s45,loss,0.7966666666666667,0.738111111111111,0.8705555555555556,5,30,30,0.03333333333333333,0=member,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_high_reupload_hqnn_s45/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,5,architecture_control,high_reupload,MNIST,hqnn,zz,6,5,2,linear,crz,45,43,45,high_reupload|hqnn,high,0.7333333333333334,0.4666666666666667,0.6333333333333333,0.16666666666666666,-0.4799109101295471,2,0.4666666666666667,0.03333333333333333,1.5,False,0.4666666666666667,0.03333333333333333,3.0,True
SmokeArch_high_reupload_mlp_qnn_s43,loss,0.6100000000000001,0.47488888888888886,0.7086666666666667,5,30,30,0.03333333333333333,0=member,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_high_reupload_mlp_qnn_s43/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,5,architecture_control,high_reupload,MNIST,mlp_qnn,zz,6,5,2,linear,crz,43,43,43,high_reupload|mlp_qnn,high,0.55,0.09999999999999998,0.5666666666666667,0.4666666666666667,-0.539592519402504,2,0.1,0.0,1.5,False,0.16666666666666666,0.1,3.0,True
SmokeArch_high_reupload_mlp_qnn_s44,loss,0.7377777777777779,0.6477777777777777,0.8018888888888889,5,30,30,0.03333333333333333,0=member,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_high_reupload_mlp_qnn_s44/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,5,architecture_control,high_reupload,MNIST,mlp_qnn,zz,6,5,2,linear,crz,44,43,44,high_reupload|mlp_qnn,high,0.5833333333333334,0.16666666666666666,0.3333333333333333,0.16666666666666666,-0.455815851688385,2,0.13333333333333333,0.03333333333333333,1.5,False,0.3333333333333333,0.06666666666666667,3.0,True
SmokeArch_high_reupload_mlp_qnn_s45,loss,0.6222222222222222,0.5862222222222222,0.6725555555555556,5,30,30,0.03333333333333333,0=member,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_high_reupload_mlp_qnn_s45/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,5,architecture_control,high_reupload,MNIST,mlp_qnn,zz,6,5,2,linear,crz,45,43,45,high_reupload|mlp_qnn,high,0.5833333333333334,0.16666666666666666,0.3,0.13333333333333333,-0.4748872220516205,2,0.3,0.0,1.5,False,0.3333333333333333,0.06666666666666667,3.0,True
SmokeArch_high_reupload_qcnn_s43,loss,0.8377777777777777,0.7358888888888889,0.9206666666666667,5,30,30,0.03333333333333333,0=member,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_high_reupload_qcnn_s43/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,5,architecture_control,high_reupload,MNIST,qcnn,zz,6,5,2,linear,crz,43,43,43,high_reupload|qcnn,high,0.65,0.3,0.5333333333333333,0.23333333333333334,-0.4455394893884659,2,0.4666666666666667,0.03333333333333333,1.5,False,0.6,0.1,3.0,True
SmokeArch_high_reupload_qcnn_s44,loss,0.7577777777777778,0.6655555555555555,0.8533333333333334,5,30,30,0.03333333333333333,0=member,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_high_reupload_qcnn_s44/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,5,architecture_control,high_reupload,MNIST,qcnn,zz,6,5,2,linear,crz,44,43,44,high_reupload|qcnn,high,0.7166666666666667,0.43333333333333335,0.6,0.16666666666666666,-0.49995091557502747,2,0.4,0.0,1.5,False,0.5,0.1,3.0,True
SmokeArch_high_reupload_qcnn_s45,loss,0.8255555555555556,0.6882222222222222,0.8338888888888888,5,30,30,0.03333333333333333,0=member,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_high_reupload_qcnn_s45/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,5,architecture_control,high_reupload,MNIST,qcnn,zz,6,5,2,linear,crz,45,43,45,high_reupload|qcnn,high,0.7166666666666667,0.43333333333333335,0.8333333333333334,0.4,-0.5833078920841217,2,0.3333333333333333,0.03333333333333333,1.5,False,0.4666666666666667,0.1,3.0,True
SmokeArch_high_reupload_qnn_s43,loss,0.81,0.7233333333333333,0.8792222222222222,5,30,30,0.03333333333333333,0=member,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_high_reupload_qnn_s43/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,5,architecture_control,high_reupload,MNIST,qnn,zz,6,5,2,linear,crz,43,43,43,high_reupload|qnn,high,0.6833333333333333,0.3666666666666667,0.5333333333333333,0.16666666666666666,-0.4845954179763794,2,0.5666666666666667,0.03333333333333333,1.5,False,0.5666666666666667,0.03333333333333333,3.0,True
