target_id,attack,auc,auc_record_ci95_low,auc_record_ci95_high,valid_record_bootstrap_replicates,n_member,n_nonmember,source_file,ci_method,scope_note,experiment,pair_id,role,dataset,architecture,fm_kind,n_wires,reps,depth,ql_ent,ql_op,model_seed,data_seed,seed,structural_cell_id,membership_convention,balanced_accuracy_crossfit,membership_advantage_crossfit,crossfit_tpr,crossfit_fpr,threshold_median,threshold_folds
SmokePair1_z_s43,label_only_correctness,0.5,0.5,0.5,5,30,30,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair1_z_s43/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,correctness-only label-output baseline; not a boundary-distance or query-augmentation label-only attack,matched_gap_mia,SmokePair1,low_gap_z,Smoke,qnn,z,4,1,2,linear,crz,43,43,43,SmokePair1|z,0=member,0.5,0.0,0.0,0.0,inf,5
SmokePair1_z_s44,label_only_correctness,0.5,0.5,0.5,5,30,30,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair1_z_s44/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,correctness-only label-output baseline; not a boundary-distance or query-augmentation label-only attack,matched_gap_mia,SmokePair1,low_gap_z,Smoke,qnn,z,4,1,2,linear,crz,44,43,44,SmokePair1|z,0=member,0.5,0.0,0.0,0.0,inf,5
SmokePair1_z_s45,label_only_correctness,0.5,0.5,0.5,5,30,30,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair1_z_s45/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,correctness-only label-output baseline; not a boundary-distance or query-augmentation label-only attack,matched_gap_mia,SmokePair1,low_gap_z,Smoke,qnn,z,4,1,2,linear,crz,45,43,45,SmokePair1|z,0=member,0.5,0.0,0.0,0.0,inf,5
SmokePair1_zz_s43,label_only_correctness,0.5,0.5,0.5,5,30,30,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair1_zz_s43/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,correctness-only label-output baseline; not a boundary-distance or query-augmentation label-only attack,matched_gap_mia,SmokePair1,low_gap_zz,Smoke,qnn,zz,4,1,2,linear,crz,43,43,43,SmokePair1|zz,0=member,0.5,0.0,0.0,0.0,inf,5
SmokePair1_zz_s44,label_only_correctness,0.5,0.5,0.5,5,30,30,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair1_zz_s44/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,correctness-only label-output baseline; not a boundary-distance or query-augmentation label-only attack,matched_gap_mia,SmokePair1,low_gap_zz,Smoke,qnn,zz,4,1,2,linear,crz,44,43,44,SmokePair1|zz,0=member,0.5,0.0,0.0,0.0,inf,5
SmokePair1_zz_s45,label_only_correctness,0.5,0.5,0.5,5,30,30,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair1_zz_s45/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,correctness-only label-output baseline; not a boundary-distance or query-augmentation label-only attack,matched_gap_mia,SmokePair1,low_gap_zz,Smoke,qnn,zz,4,1,2,linear,crz,45,43,45,SmokePair1|zz,0=member,0.5,0.0,0.0,0.0,inf,5
SmokePair2_z_s43,label_only_correctness,0.5,0.5,0.5,5,30,30,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair2_z_s43/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,correctness-only label-output baseline; not a boundary-distance or query-augmentation label-only attack,matched_gap_mia,SmokePair2,high_gap_z,Smoke,qnn,z,4,1,2,linear,crz,43,43,43,SmokePair2|z,0=member,0.5,0.0,0.0,0.0,inf,5
SmokePair2_z_s44,label_only_correctness,0.5,0.5,0.5,5,30,30,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair2_z_s44/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,correctness-only label-output baseline; not a boundary-distance or query-augmentation label-only attack,matched_gap_mia,SmokePair2,high_gap_z,Smoke,qnn,z,4,1,2,linear,crz,44,43,44,SmokePair2|z,0=member,0.5,0.0,0.0,0.0,inf,5
SmokePair2_z_s45,label_only_correctness,0.5,0.5,0.5,5,30,30,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair2_z_s45/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,correctness-only label-output baseline; not a boundary-distance or query-augmentation label-only attack,matched_gap_mia,SmokePair2,high_gap_z,Smoke,qnn,z,4,1,2,linear,crz,45,43,45,SmokePair2|z,0=member,0.5,0.0,0.0,0.0,inf,5
SmokePair2_zz_s43,label_only_correctness,0.5,0.5,0.5,5,30,30,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair2_zz_s43/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,correctness-only label-output baseline; not a boundary-distance or query-augmentation label-only attack,matched_gap_mia,SmokePair2,high_gap_zz,Smoke,qnn,zz,4,1,2,linear,crz,43,43,43,SmokePair2|zz,0=member,0.5,0.0,0.0,0.0,inf,5
SmokePair2_zz_s44,label_only_correctness,0.5,0.5,0.5,5,30,30,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair2_zz_s44/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,correctness-only label-output baseline; not a boundary-distance or query-augmentation label-only attack,matched_gap_mia,SmokePair2,high_gap_zz,Smoke,qnn,zz,4,1,2,linear,crz,44,43,44,SmokePair2|zz,0=member,0.5,0.0,0.0,0.0,inf,5
SmokePair2_zz_s45,label_only_correctness,0.5,0.5,0.5,5,30,30,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair2_zz_s45/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,correctness-only label-output baseline; not a boundary-distance or query-augmentation label-only attack,matched_gap_mia,SmokePair2,high_gap_zz,Smoke,qnn,zz,4,1,2,linear,crz,45,43,45,SmokePair2|zz,0=member,0.5,0.0,0.0,0.0,inf,5
