fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.7514319
0.0,0.05,0.7485704
0.025,0.05,0.7469285
0.025,0.125,0.74037856
0.05,0.125,0.73975307
0.05,0.175,0.73670644
0.125,0.175,0.7330287
0.125,0.2,0.730776
0.175,0.2,0.72890085
0.175,0.225,0.7264706
0.2,0.225,0.72399235
0.2,0.275,0.7158508
0.225,0.275,0.6776421
0.225,0.3,0.67729205
0.25,0.3,0.6770732
0.25,0.325,0.6770037
0.275,0.325,0.6755564
0.275,0.375,0.6738701
0.425,0.375,0.67259794
0.425,0.425,0.6723392
0.45,0.425,0.6715422
0.45,0.575,0.66652024
0.5,0.575,0.66470176
0.5,0.625,0.664363
0.525,0.625,0.66165996
0.525,0.65,0.6608957
0.55,0.65,0.6604445
0.55,0.7,0.6553138
0.575,0.7,0.64756376
0.575,0.75,0.62927467
0.6,0.75,0.6246635
0.6,0.8,0.612191
0.625,0.8,0.591216
0.625,0.825,0.49627456
0.65,0.825,0.4956062
0.65,0.875,0.48235038
0.7,0.875,0.4813352
0.7,0.925,0.47320992
0.725,0.925,0.47143003
0.725,0.975,0.47062185
0.825,0.975,0.46656653
0.825,1.0,0.46624234
1.0,1.0,0.008264568
