fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.68376297
0.0,0.05,0.6744258
0.075,0.05,0.6602057
0.075,0.075,0.65780073
0.1,0.075,0.6542277
0.1,0.225,0.60972166
0.175,0.225,0.5998483
0.175,0.25,0.59225005
0.2,0.25,0.59045005
0.2,0.275,0.58671504
0.225,0.275,0.5773996
0.225,0.3,0.5759966
0.25,0.3,0.57319564
0.25,0.35,0.55090433
0.325,0.35,0.5424508
0.325,0.375,0.5398381
0.4,0.375,0.5276455
0.4,0.4,0.52681726
0.45,0.4,0.51343024
0.45,0.425,0.5055192
0.475,0.425,0.48741296
0.475,0.5,0.48238504
0.525,0.5,0.4788686
0.525,0.525,0.47781312
0.55,0.525,0.4772623
0.55,0.55,0.47583282
0.575,0.55,0.4748369
0.575,0.575,0.47464773
0.625,0.575,0.47367173
0.625,0.625,0.47243348
0.65,0.625,0.4716198
0.65,0.65,0.47096252
0.7,0.65,0.46568346
0.7,0.675,0.46490145
0.75,0.675,0.46293506
0.75,0.7,0.46027404
0.825,0.7,0.4589055
0.825,0.75,0.4576259
0.9,0.75,0.45721126
0.9,0.775,0.457144
0.95,0.775,0.45476687
0.95,0.825,0.45450422
0.975,0.825,0.45130792
0.975,1.0,0.25831708
1.0,1.0,0.21944824
