fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.82268
0.05,0.0,0.8176638
0.05,0.025,0.79995227
0.125,0.025,0.77629155
0.125,0.1,0.7588146
0.15,0.1,0.7529963
0.15,0.15,0.7235486
0.175,0.15,0.7185496
0.175,0.175,0.71685565
0.2,0.175,0.7153774
0.2,0.2,0.7053889
0.225,0.2,0.6996955
0.225,0.25,0.68390137
0.325,0.25,0.66335183
0.325,0.275,0.66029084
0.375,0.275,0.64425683
0.375,0.325,0.63218284
0.425,0.325,0.61955863
0.425,0.35,0.61475414
0.475,0.35,0.6094489
0.475,0.375,0.60842586
0.5,0.375,0.60127884
0.5,0.425,0.5985238
0.525,0.425,0.58817863
0.525,0.65,0.5092038
0.575,0.65,0.46090692
0.575,0.7,0.45915723
0.6,0.7,0.45286527
0.6,0.75,0.45079303
0.65,0.75,0.4407689
0.65,0.775,0.40305927
0.675,0.775,0.390496
0.675,0.825,0.38651088
0.725,0.825,0.36997172
0.725,0.85,0.36723292
0.75,0.85,0.3639811
0.75,0.9,0.32655185
0.775,0.9,0.3263056
0.775,0.925,0.32109547
0.825,0.925,0.28610298
0.825,0.95,0.272051
0.85,0.95,0.2199702
0.85,0.975,0.20634294
0.875,0.975,0.14917314
0.875,1.0,0.1450083
1.0,1.0,0.035610955
