fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.8177204
0.0,0.125,0.62856346
0.05,0.125,0.62323856
0.05,0.175,0.596666
0.075,0.175,0.59421355
0.075,0.2,0.59256226
0.1,0.2,0.5911882
0.1,0.25,0.58018297
0.125,0.25,0.57877624
0.125,0.275,0.57714796
0.2,0.275,0.56723505
0.2,0.4,0.5553467
0.225,0.4,0.5539214
0.225,0.425,0.55080146
0.3,0.425,0.5490371
0.3,0.45,0.5478918
0.35,0.45,0.5406185
0.35,0.5,0.53114164
0.375,0.5,0.53072125
0.375,0.525,0.528671
0.425,0.525,0.52421373
0.425,0.55,0.5237659
0.475,0.55,0.51230127
0.475,0.625,0.5086384
0.5,0.625,0.50822866
0.5,0.7,0.49960527
0.525,0.7,0.49946964
0.525,0.725,0.4943195
0.575,0.725,0.4902128
0.575,0.775,0.4870756
0.7,0.775,0.41910097
0.7,0.8,0.41750637
0.75,0.8,0.41495818
0.75,0.9,0.40693215
0.775,0.9,0.38222775
0.775,0.925,0.37652847
0.875,0.925,0.32739976
0.875,0.975,0.2650939
0.925,0.975,0.2105967
0.925,1.0,0.19081846
1.0,1.0,0.0034760016
