fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.80001605
0.0,0.05,0.7321038
0.025,0.05,0.7010069
0.025,0.1,0.69476753
0.075,0.1,0.6853675
0.075,0.15,0.6522584
0.1,0.15,0.64778984
0.1,0.175,0.6461578
0.2,0.175,0.6176706
0.2,0.2,0.6158284
0.225,0.2,0.60343397
0.225,0.25,0.6015625
0.25,0.25,0.597521
0.25,0.275,0.5954254
0.3,0.275,0.59431994
0.3,0.3,0.59011656
0.35,0.3,0.58362335
0.35,0.35,0.57897973
0.375,0.35,0.5784942
0.375,0.375,0.57761866
0.425,0.375,0.56030554
0.425,0.4,0.556284
0.55,0.4,0.53867155
0.55,0.5,0.5315636
0.575,0.5,0.5312967
0.575,0.525,0.52901185
0.625,0.525,0.527628
0.625,0.6,0.5219242
0.65,0.6,0.5192915
0.65,0.675,0.5162189
0.675,0.675,0.51533407
0.675,0.7,0.51248294
0.825,0.7,0.49183995
0.825,0.75,0.48442224
0.85,0.75,0.48351613
0.85,0.825,0.47048324
0.9,0.825,0.4579586
0.9,0.85,0.45419803
0.925,0.85,0.44717064
0.925,0.875,0.4470164
0.95,0.875,0.4418375
0.95,0.925,0.40043762
0.975,0.925,0.39457482
0.975,1.0,0.26523173
1.0,1.0,0.12259711
