fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.7930335
0.025,0.025,0.71170247
0.025,0.05,0.69844776
0.125,0.05,0.61371195
0.125,0.075,0.6105394
0.25,0.075,0.58943665
0.25,0.35,0.57503366
0.275,0.35,0.57440436
0.275,0.4,0.57216847
0.325,0.4,0.5665121
0.325,0.425,0.5643256
0.375,0.425,0.56137234
0.375,0.475,0.5595106
0.5,0.475,0.53661716
0.5,0.575,0.5201475
0.575,0.575,0.47937882
0.575,0.6,0.47699177
0.6,0.6,0.47355354
0.6,0.625,0.47255242
0.65,0.625,0.4629411
0.65,0.65,0.46214685
0.675,0.65,0.4571175
0.675,0.675,0.4568701
0.725,0.675,0.4528971
0.725,0.85,0.43934643
0.75,0.85,0.43763837
0.75,0.875,0.4368605
0.8,0.875,0.42981416
0.8,0.9,0.42657888
0.875,0.9,0.34684712
0.875,0.95,0.3173903
0.9,0.95,0.31071982
0.9,1.0,0.2931524
1.0,1.0,0.14395003
