fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.9853498
0.05,0.0,0.9761781
0.05,0.05,0.96136934
0.075,0.05,0.9442146
0.075,0.075,0.93002397
0.1,0.075,0.90714955
0.1,0.25,0.7684196
0.125,0.25,0.76010066
0.125,0.3,0.7475556
0.2,0.3,0.7405944
0.2,0.325,0.7269189
0.225,0.325,0.70058876
0.225,0.375,0.69057226
0.275,0.375,0.6529402
0.275,0.4,0.64331156
0.3,0.4,0.62671876
0.3,0.475,0.60855514
0.35,0.475,0.571038
0.35,0.525,0.56317097
0.375,0.525,0.5513137
0.375,0.6,0.52292925
0.4,0.6,0.5194734
0.4,0.675,0.48616448
0.425,0.675,0.4836553
0.425,0.75,0.4186856
0.45,0.75,0.41576147
0.45,0.775,0.40916038
0.625,0.775,0.3385449
0.625,0.875,0.29303595
0.65,0.875,0.2662153
0.65,0.9,0.22983721
0.675,0.9,0.20018536
0.675,0.925,0.19926809
0.7,0.925,0.14509936
0.7,1.0,0.093741626
1.0,1.0,0.00355273
