fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.59316623
0.025,0.025,0.592689
0.025,0.1,0.59229225
0.125,0.1,0.5903846
0.125,0.15,0.5896445
0.15,0.15,0.58913845
0.15,0.2,0.5879595
0.175,0.2,0.5874534
0.175,0.275,0.58622944
0.2,0.275,0.5855216
0.2,0.3,0.5834034
0.25,0.3,0.583219
0.25,0.35,0.5824085
0.3,0.35,0.56241494
0.3,0.375,0.5608289
0.35,0.375,0.5485202
0.35,0.45,0.54804444
0.4,0.45,0.5469202
0.4,0.525,0.54548705
0.45,0.525,0.5449774
0.45,0.625,0.54249233
0.575,0.625,0.5420488
0.575,0.675,0.5419538
0.6,0.675,0.54190934
0.6,0.725,0.5417747
0.65,0.725,0.5413915
0.65,0.8,0.5409943
0.675,0.8,0.5404964
0.675,0.85,0.5210797
0.775,0.85,0.4195064
0.775,1.0,0.26061592
1.0,1.0,0.18796499
