fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.6754818
0.0,0.1,0.6667065
0.2,0.1,0.64871365
0.2,0.125,0.6480881
0.225,0.125,0.64210683
0.225,0.15,0.6345804
0.25,0.15,0.6181709
0.25,0.2,0.6124371
0.3,0.2,0.5914568
0.3,0.225,0.5663484
0.325,0.225,0.5658813
0.325,0.25,0.56357527
0.35,0.25,0.5625194
0.35,0.325,0.5594811
0.4,0.325,0.55762255
0.4,0.35,0.5569763
0.425,0.35,0.55677223
0.425,0.375,0.5559747
0.45,0.375,0.5554612
0.45,0.45,0.55272466
0.55,0.45,0.51187
0.55,0.55,0.48307797
0.575,0.55,0.483042
0.575,0.575,0.4830299
0.6,0.575,0.48245394
0.6,0.6,0.48230302
0.625,0.6,0.482196
0.625,0.625,0.48185414
0.725,0.625,0.48066095
0.725,0.65,0.48037842
0.75,0.65,0.48002994
0.75,0.675,0.4799354
0.775,0.675,0.47960478
0.775,0.7,0.47958064
0.8,0.7,0.47937804
0.8,0.725,0.4779437
0.85,0.725,0.47646174
0.85,0.925,0.38482094
0.95,0.925,0.26403585
0.95,1.0,0.22857088
1.0,1.0,0.2162085
