fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.7703479
0.125,0.0,0.76815486
0.125,0.05,0.76624924
0.15,0.05,0.7658593
0.15,0.15,0.7493144
0.175,0.15,0.7353974
0.175,0.2,0.6992242
0.2,0.2,0.6957712
0.2,0.325,0.6877083
0.325,0.325,0.68313116
0.325,0.35,0.68146855
0.35,0.35,0.68138206
0.35,0.375,0.6813142
0.375,0.375,0.68087065
0.375,0.45,0.6709219
0.425,0.45,0.66898835
0.425,0.55,0.6685435
0.625,0.55,0.6671118
0.625,0.6,0.6668546
0.65,0.6,0.66679865
0.65,0.7,0.6666112
0.675,0.7,0.65637124
0.675,0.775,0.60174704
0.7,0.775,0.60091907
0.7,0.825,0.5742499
0.725,0.825,0.54361284
0.725,0.925,0.53021866
0.775,0.925,0.51929224
0.775,0.95,0.5168898
0.8,0.95,0.39546177
0.8,1.0,0.34227017
1.0,1.0,0.02338605
