fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.8187276
0.025,0.1,0.720921
0.075,0.1,0.7198147
0.075,0.175,0.6897259
0.125,0.175,0.65876156
0.125,0.25,0.62442845
0.2,0.25,0.60993785
0.2,0.275,0.60555947
0.25,0.275,0.5991106
0.25,0.3,0.59872055
0.275,0.3,0.59843385
0.275,0.35,0.5941457
0.3,0.35,0.5889692
0.3,0.375,0.5868384
0.4,0.375,0.5847971
0.4,0.5,0.5455857
0.425,0.5,0.53228736
0.425,0.575,0.51693684
0.55,0.575,0.5099446
0.55,0.625,0.50673693
0.6,0.625,0.5024554
0.6,0.65,0.50059354
0.625,0.65,0.49945903
0.625,0.7,0.49200907
0.7,0.7,0.4754272
0.7,0.85,0.4429192
0.725,0.85,0.44290954
0.725,0.875,0.43859413
0.775,0.875,0.41974667
0.775,0.9,0.41751614
0.875,0.9,0.39930522
0.875,0.925,0.39183778
0.9,0.925,0.38365385
0.9,0.975,0.2840154
0.925,0.975,0.23877303
0.925,1.0,0.22353864
1.0,1.0,0.10004626
