fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.7782581
0.0,0.05,0.7777638
0.025,0.05,0.77676857
0.025,0.075,0.772247
0.075,0.075,0.76457715
0.075,0.1,0.76333386
0.1,0.1,0.7245211
0.1,0.125,0.7231894
0.125,0.125,0.6991322
0.125,0.175,0.63023037
0.15,0.175,0.62978774
0.15,0.225,0.6231994
0.25,0.225,0.5907242
0.25,0.25,0.58989084
0.275,0.25,0.5865883
0.275,0.3,0.5651273
0.3,0.3,0.56426203
0.3,0.325,0.5605417
0.35,0.325,0.54861873
0.35,0.35,0.5444118
0.45,0.35,0.53374296
0.45,0.425,0.5330012
0.55,0.425,0.52416605
0.55,0.475,0.52080095
0.575,0.475,0.51955867
0.575,0.5,0.5157634
0.625,0.5,0.5020397
0.625,0.525,0.49831057
0.65,0.525,0.49680284
0.65,0.65,0.4824011
0.7,0.65,0.47328815
0.7,0.675,0.4675178
0.725,0.675,0.4662798
0.725,0.7,0.4643185
0.8,0.7,0.4465922
0.8,0.725,0.4445241
0.85,0.725,0.43563986
0.85,0.75,0.42693433
0.9,0.75,0.41901034
0.9,0.925,0.38219094
0.975,0.925,0.35529962
0.975,0.975,0.34356204
1.0,0.975,0.32773545
1.0,1.0,0.28919843
