fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.6742508
0.025,0.025,0.6728838
0.1,0.025,0.66040605
0.1,0.05,0.6519917
0.175,0.05,0.6238837
0.175,0.075,0.6233652
0.225,0.075,0.6093811
0.225,0.1,0.60926145
0.25,0.1,0.60757005
0.25,0.175,0.60375166
0.275,0.175,0.6033439
0.275,0.225,0.59903026
0.3,0.225,0.59863347
0.3,0.3,0.58773303
0.375,0.3,0.56232435
0.375,0.35,0.5548795
0.425,0.35,0.5382453
0.425,0.4,0.52459073
0.475,0.4,0.52196014
0.475,0.425,0.521919
0.5,0.425,0.5217209
0.5,0.45,0.52164257
0.55,0.45,0.52099895
0.55,0.475,0.52081996
0.575,0.475,0.52070504
0.575,0.525,0.5192648
0.625,0.525,0.516868
0.625,0.65,0.47215256
0.725,0.65,0.45598617
0.725,0.675,0.45011538
0.75,0.675,0.44862252
0.75,0.8,0.43308222
0.775,0.8,0.431502
0.775,0.825,0.43034878
0.8,0.825,0.4303176
0.8,0.975,0.42875528
0.95,0.975,0.13265686
0.95,1.0,0.12989767
1.0,1.0,0.040435128
