target_id,experiment,dataset,architecture,run_id,model_seed,data_seed,attacker_seed,membership_convention,n_wires,depth,target_train_acc,target_test_acc,target_gap_acc,attack_acc,attack_auc,attack_f1,attack_precision,attack_recall,tpr@fpr=0.001,tpr@fpr=0.01,tpr@fpr=0.05,tpr@fpr=0.1,tuning_method,cv_best_auc,final_epochs,attack_results_json
ARCH_eff_control_HQNN_s43,architecture_control,mnist,HQNN,1622,43,43,42,"1=member,0=nonmember",6,2,1.0,0.96,0.040000000000000036,0.65,0.6062500000000001,0.6956521739130435,0.6153846153846154,0.8,0.0,0.0,0.1,0.1,optuna,0.6134765625,6,reviewer_results/learned_mia_seed42/ARCH_eff_control_HQNN_s43/attack_results.json
ARCH_eff_control_HQNN_s44,architecture_control,mnist,HQNN,1622,44,43,42,"1=member,0=nonmember",6,2,1.0,0.97,0.030000000000000027,0.5625,0.51625,0.6153846153846154,0.5490196078431373,0.7,0.0,0.0,0.0,0.025,optuna,0.655078125,5,reviewer_results/learned_mia_seed42/ARCH_eff_control_HQNN_s44/attack_results.json
ARCH_eff_control_HQNN_s45,architecture_control,mnist,HQNN,1622,45,43,42,"1=member,0=nonmember",6,2,1.0,0.975,0.025000000000000022,0.5125,0.5293749999999999,0.6138613861386139,0.5081967213114754,0.775,0.0,0.0,0.0,0.025,optuna,0.5873046875,23,reviewer_results/learned_mia_seed42/ARCH_eff_control_HQNN_s45/attack_results.json
ARCH_eff_control_QCNN_s43,architecture_control,mnist,QCNN,1622,43,43,42,"1=member,0=nonmember",6,2,0.845,0.87,-0.025000000000000022,0.4625,0.483125,0.44155844155844154,0.4594594594594595,0.425,0.075,0.075,0.1,0.1,optuna,0.6259765625,8,reviewer_results/learned_mia_seed42/ARCH_eff_control_QCNN_s43/attack_results.json
ARCH_eff_control_QCNN_s44,architecture_control,mnist,QCNN,1622,44,43,42,"1=member,0=nonmember",6,2,0.845,0.815,0.030000000000000027,0.5125,0.44749999999999995,0.5517241379310345,0.5106382978723404,0.6,0.025,0.025,0.025,0.05,optuna,0.6091796875,15,reviewer_results/learned_mia_seed42/ARCH_eff_control_QCNN_s44/attack_results.json
ARCH_eff_control_QCNN_s45,architecture_control,mnist,QCNN,1622,45,43,42,"1=member,0=nonmember",6,2,0.81,0.81,0.0,0.5625,0.64125,0.6391752577319587,0.543859649122807,0.775,0.0,0.0,0.3,0.3,optuna,0.6384765625,18,reviewer_results/learned_mia_seed42/ARCH_eff_control_QCNN_s45/attack_results.json
ARCH_eff_control_QNN_s43,architecture_control,mnist,QNN,1622,43,43,42,"1=member,0=nonmember",6,2,0.685,0.68,0.0050000000000000044,0.5875,0.6143749999999999,0.611764705882353,0.5777777777777777,0.65,0.0,0.0,0.125,0.325,optuna,0.6201171875,7,reviewer_results/learned_mia_seed42/ARCH_eff_control_QNN_s43/attack_results.json
ARCH_eff_control_QNN_s44,architecture_control,mnist,QNN,1622,44,43,42,"1=member,0=nonmember",6,2,0.68,0.655,0.025000000000000022,0.4625,0.468125,0.5057471264367817,0.46808510638297873,0.55,0.0,0.0,0.075,0.075,optuna,0.62109375,11,reviewer_results/learned_mia_seed42/ARCH_eff_control_QNN_s44/attack_results.json
ARCH_eff_control_QNN_s45,architecture_control,mnist,QNN,1622,45,43,42,"1=member,0=nonmember",6,2,0.705,0.665,0.039999999999999925,0.4875,0.516875,0.4225352112676056,0.4838709677419355,0.375,0.0,0.0,0.0,0.1,optuna,0.619921875,17,reviewer_results/learned_mia_seed42/ARCH_eff_control_QNN_s45/attack_results.json
ARCH_eff_control_mlp_qnn_s43,architecture_control,mnist,MLP_QNN,1622,43,43,42,"1=member,0=nonmember",6,2,0.905,0.775,0.13,0.5,0.521875,0.4444444444444444,0.5,0.4,0.0,0.0,0.075,0.2,optuna,0.625390625,35,reviewer_results/learned_mia_seed42/ARCH_eff_control_mlp_qnn_s43/attack_results.json
