fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.59182155
0.0,0.05,0.5917825
0.05,0.05,0.5906352
0.05,0.1,0.5862502
0.075,0.1,0.58505887
0.075,0.15,0.58207333
0.125,0.15,0.57474965
0.125,0.175,0.57011354
0.175,0.175,0.56537133
0.175,0.2,0.56516784
0.225,0.2,0.55946267
0.225,0.25,0.54893196
0.275,0.25,0.5409356
0.275,0.275,0.5374674
0.3,0.275,0.53597856
0.3,0.325,0.53336096
0.325,0.325,0.5312849
0.325,0.35,0.5299079
0.35,0.35,0.52791214
0.35,0.45,0.5246936
0.425,0.45,0.52215725
0.425,0.475,0.5204144
0.5,0.475,0.5182355
0.5,0.5,0.5165082
0.525,0.5,0.5162091
0.525,0.6,0.49664494
0.55,0.6,0.49112707
0.55,0.75,0.47599944
0.675,0.75,0.4632591
0.675,0.825,0.45825315
0.725,0.825,0.45677352
0.725,0.875,0.4565405
0.775,0.875,0.45599625
0.775,0.9,0.45553407
0.85,0.9,0.45373362
0.85,0.925,0.45356232
0.875,0.925,0.45253608
0.875,0.975,0.44849378
0.9,0.975,0.44704038
0.9,1.0,0.43743128
1.0,1.0,0.34670576
