fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.79624784
0.0,0.05,0.7912717
0.05,0.05,0.76691884
0.05,0.1,0.73018694
0.075,0.1,0.7102888
0.075,0.125,0.6947265
0.175,0.125,0.6584928
0.175,0.15,0.65814734
0.2,0.15,0.59338164
0.2,0.225,0.5616786
0.25,0.225,0.54830974
0.25,0.25,0.5452455
0.275,0.25,0.54516554
0.275,0.275,0.54440576
0.45,0.275,0.5389876
0.45,0.3,0.5337768
0.525,0.3,0.5311919
0.525,0.35,0.52943075
0.55,0.35,0.52930015
0.55,0.375,0.5287719
0.575,0.375,0.52807796
0.575,0.4,0.52490973
0.625,0.4,0.5233838
0.625,0.475,0.51816374
0.7,0.475,0.48097086
0.7,0.5,0.47920036
0.725,0.5,0.47218218
0.725,0.55,0.45971522
0.775,0.55,0.44989946
0.775,0.65,0.44520533
0.8,0.65,0.44104403
0.8,0.7,0.43738544
0.825,0.7,0.43622592
0.825,0.75,0.42679447
0.85,0.75,0.42576605
0.85,0.8,0.39828497
0.875,0.8,0.38720015
0.875,0.85,0.37627
0.9,0.85,0.37607318
0.9,0.875,0.37108856
0.95,0.875,0.36454326
0.95,0.975,0.35973015
0.975,0.975,0.35945717
0.975,1.0,0.35713482
1.0,1.0,0.33543122
