target_id,structural_cell_id,fm_kind,reps,depth,model_seed,data_seed,mode,queries,shots,total_shots_per_target_record,simulator_seed,attack,auc,auc_record_ci95_low,auc_record_ci95_high,valid_record_bootstrap_replicates,tpr_at_0_05_fpr,attained_fpr_for_0_05,tpr_at_0_10_fpr,attained_fpr_for_0_10,n_member,n_nonmember,num_reference_models,reference_calibration_circuit_shots,target_attack_circuit_shots,calibration_timestamp,backend_name,snapshot_manifest_sha256,sample_score_file,balanced_accuracy_crossfit,membership_advantage_crossfit,crossfit_tpr,crossfit_fpr,threshold_median,threshold_folds
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,ideal_shot,1,128,128,0,lira_online,0.488925,0.435496875,0.54,200,0.065,0.05,0.08,0.1,200,200,4,204800,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_canary_phase5/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_ideal_shot_sim0.npz,0.5,0.0,0.485,0.485,-0.684692089858243,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,ideal_shot,1,128,128,0,lira_online_fixed_variance,0.5275500000000001,0.4744581249999999,0.57996,200,0.08,0.035,0.11,0.085,200,200,4,204800,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_canary_phase5/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_ideal_shot_sim0.npz,0.515,0.03,0.67,0.64,-0.6426688551392834,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,ideal_shot,1,128,128,0,lira_offline,0.486725,0.42196625,0.5360175,200,0.06,0.05,0.08,0.095,200,200,4,204800,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_canary_phase5/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_ideal_shot_sim0.npz,0.4649999999999999,-0.07,0.2,0.27,445.53098453414,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,ideal_shot,1,128,128,0,lira_offline_fixed_variance,0.50415,0.44676875,0.5500993750000001,200,0.06,0.05,0.105,0.1,200,200,4,204800,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_canary_phase5/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_ideal_shot_sim0.npz,0.49,-0.02,0.52,0.54,1.5570197590998724,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,ideal_shot,1,128,128,0,global_true_class_log_odds,0.5216,0.469769375,0.57179,200,0.05,0.05,0.125,0.1,200,200,4,204800,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_canary_phase5/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_ideal_shot_sim0.npz,0.51,0.02,0.32,0.3,1.4638748647136297,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,ideal_shot,1,128,128,1,lira_online,0.50085,0.43596625,0.555185625,200,0.055,0.045,0.075,0.095,200,200,4,204800,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_canary_phase5/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_ideal_shot_sim1.npz,0.495,-0.01,0.74,0.75,-3.065426821497094,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,ideal_shot,1,128,128,1,lira_online_fixed_variance,0.4895,0.43410125,0.542223125,200,0.07,0.045,0.11,0.1,200,200,4,204800,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_canary_phase5/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_ideal_shot_sim1.npz,0.51,0.02,0.915,0.895,-1.9713785420563357,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,ideal_shot,1,128,128,1,lira_offline,0.4793499999999999,0.42604125,0.53487,200,0.05,0.045,0.07,0.095,200,200,4,204800,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_canary_phase5/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_ideal_shot_sim1.npz,0.4925,-0.015,0.61,0.625,1.9538527648432007,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,ideal_shot,1,128,128,1,lira_offline_fixed_variance,0.47095,0.412749375,0.52133875,200,0.045,0.05,0.065,0.1,200,200,4,204800,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_canary_phase5/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_ideal_shot_sim1.npz,0.4875,-0.0249999999999999,0.795,0.82,1.144271032695762,5
MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,eff_su2,1,2,43,43,ideal_shot,1,128,128,1,global_true_class_log_odds,0.5445,0.479096875,0.5970181250000001,200,0.04,0.04,0.12,0.1,200,200,4,204800,51200,2026-08-21T21:16:41+08:00,ibm_kingston,7af4abc6763339615cc42bd00fafb532e3c44a31c14bc574c88456a496136a2f,/home/najeeb/chanLira/channel_lira_results/noisy_reference_canary_phase5/noisy_lira/sample_scores/MNIST_QNN_eff_su2_r1_d2_s43_ideal_shot_sim1.npz,0.5449999999999999,0.0899999999999999,0.565,0.475,-0.0234184238373986,5
